seed42,seed43,seed44,seed45,seed46,seed47,seed48,seed49,seed50,seed51,seed52,seed53,seed54,seed55,seed56,seed57,seed58,seed59,seed60,seed61,seed62,seed63,seed64,seed65,seed66,seed67,seed68,seed69,seed70,seed71,seed72,seed73,seed74,seed75,seed76,seed77,seed78,seed79,seed80,seed81,seed82,seed83,seed84,seed85,seed86,seed87,seed88,seed89,seed90,seed91,seed92,seed93,seed94,seed95,seed96,seed97,seed98
0.2066956609487533,0.7051022052764893,0.3015536069869995,0.3017195463180542,0.2578010857105255,0.5393208265304565,0.3537378907203674,0.2562408745288849,0.2930885553359985,0.2481576204299926,0.2841588258743286,0.244522675871849,0.400560975074768,0.1970522105693817,0.2738680243492126,0.2846733629703522,0.7199907302856445,0.244837999343872,0.5045976638793945,0.2396760284900665,0.2832791209220886,0.265602171421051,0.7764905095100403,0.2518257796764374,0.2846235632896423,0.5493128299713135,0.7719260454177856,0.4825388491153717,0.5011784434318542,0.6721551418304443,0.3537710905075073,0.7016332149505615,0.6546109318733215,0.6103439331054688,0.3571239113807678,0.6430919170379639,0.7413690090179443,0.7296175956726074,0.2804906368255615,0.252323716878891,0.4120800793170929,0.2847065329551697,0.5797868967056274,0.6538640260696411,0.2400411665439605,0.2075421661138534,0.3291727304458618,0.2671458125114441,0.6155723333358765,0.3220521807670593,0.3092052936553955,0.7557429671287537,0.3770083785057068,0.4095571637153625,0.3061014413833618,0.2692205905914306,0.3826351165771484
0.7827147245407104,0.8027984499931335,0.7564566731452942,0.7485559582710266,0.7531037926673889,0.7978355884552002,0.7882252931594849,0.7291859984397888,0.7189616560935974,0.783079981803894,0.7756439447402954,0.724804162979126,0.6768025755882263,0.7644071578979492,0.7695358991622925,0.7261154055595398,0.8001095056533813,0.7442404627799988,0.7566558122634888,0.6980646848678589,0.7610875368118286,0.754581093788147,0.776955246925354,0.735277533531189,0.7127207517623901,0.7598094940185547,0.8085745573043823,0.7391116619110107,0.7385638952255249,0.7282400131225586,0.7509129047393799,0.722347617149353,0.7294184565544128,0.7072101831436157,0.6677566766738892,0.7564067840576172,0.7363231778144836,0.7715276479721069,0.6455981731414795,0.6847363710403442,0.6982804536819458,0.7359248399734497,0.7562574744224548,0.7128534913063049,0.705981969833374,0.8072466850280762,0.7141647338867188,0.7152436971664429,0.8024996519088745,0.6738978624343872,0.7477426528930664,0.8045246601104736,0.6979982852935791,0.7653697729110718,0.6885207891464233,0.7284390926361084,0.7319578528404236
0.7825820446014404,0.7998605966567993,0.7776025533676147,0.7673117518424988,0.7562574148178101,0.8014540672302246,0.8051552772521973,0.7429457902908325,0.7278913259506226,0.7952961325645447,0.7741169333457947,0.7690712213516235,0.6938155889511108,0.7782996892929077,0.7734696865081787,0.7385307550430298,0.8035619258880615,0.7541661262512207,0.7739676237106323,0.717036247253418,0.7514439821243286,0.7824989557266235,0.7880261540412903,0.7503651976585388,0.7254514694213867,0.7523568868637085,0.8125746846199036,0.7443068623542786,0.7178494930267334,0.7423150539398193,0.7610045075416565,0.7116750478744507,0.7398253679275513,0.7177832126617432,0.6710264682769775,0.7606393098831177,0.7470455169677734,0.7778348922729492,0.6544615030288696,0.7081396579742432,0.6975998878479004,0.7508298754692078,0.7539337277412415,0.712156355381012,0.7709301114082336,0.8061678409576416,0.7042723894119263,0.7316757440567017,0.8209401369094849,0.6743626594543457,0.7582658529281616,0.8019187450408936,0.7092849016189575,0.7685400247573853,0.6999900341033936,0.7590625286102295,0.7234265208244324
0.7790133953094482,0.8052549362182617,0.7785486578941345,0.7858185768127441,0.7574691772460938,0.7902336120605469,0.8125913143157959,0.7401241660118103,0.7416179180145264,0.7971717119216919,0.7801254987716675,0.7552615404129028,0.7079570889472961,0.7769718766212463,0.7852376699447632,0.722580075263977,0.8136203289031982,0.7544980645179749,0.7799097299575806,0.7244223356246948,0.7647888660430908,0.7794947624206543,0.7863829731941223,0.759294867515564,0.7319246530532837,0.745750904083252,0.8126577138900757,0.7406221032142639,0.7436429262161255,0.7362568378448486,0.7664984464645386,0.7209533452987671,0.7447550296783447,0.7189118266105652,0.6875249147415161,0.7454023361206055,0.7480082511901855,0.7693532705307007,0.6662793755531311,0.7243559956550598,0.7054342031478882,0.7490373253822327,0.7552118301391602,0.7084550261497498,0.7706148624420166,0.8238282203674316,0.7045047283172607,0.7368377447128296,0.8218862414360046,0.6773004531860352,0.7612369060516357,0.8070143461227417,0.7360410690307617,0.7775527834892273,0.7094343900680542,0.7584816217422485,0.7242231965065002
0.7847895622253418,0.8011053800582886,0.7823164463043213,0.7815197706222534,0.754249095916748,0.7908312082290649,0.8093048334121704,0.7410038709640503,0.742812991142273,0.7897855043411255,0.7815694808959961,0.746414840221405,0.7226629853248596,0.7935035228729248,0.7735028266906738,0.724870502948761,0.8103837966918945,0.752240777015686,0.8016365170478821,0.7139988541603088,0.7629796266555786,0.783179521560669,0.7875116467475891,0.7493194341659546,0.7334682941436768,0.7385805249214172,0.8175541162490845,0.7364725470542908,0.7571371793746948,0.7468795776367188,0.7595107555389404,0.7236589193344116,0.7527220249176025,0.7183972597122192,0.6875414848327637,0.7562906742095947,0.7434105277061462,0.7732206583023071,0.663009524345398,0.7259494066238403,0.7082558870315552,0.7536681890487671,0.7600916028022766,0.7219160795211792,0.7782167196273804,0.8223509788513184,0.7109613418579102,0.7401573657989502,0.8255875706672668,0.6825952529907227,0.7630460262298584,0.8153133988380432,0.7233766317367554,0.7763079404830933,0.6977161169052124,0.7684736847877502,0.7270116806030273
0.7711790800094604,0.8071637153625488,0.7829969525337219,0.7910470366477966,0.7519253492355347,0.7871796488761902,0.8118609189987183,0.7421823143959045,0.7371530532836914,0.798897922039032,0.7840592265129089,0.7565562725067139,0.720471978187561,0.7915283441543579,0.7802416682243347,0.7374850511550903,0.8020017147064209,0.75175940990448,0.8072466850280762,0.7342484593391418,0.7623157501220703,0.7857688665390015,0.7861672043800354,0.75365149974823,0.7363730072975159,0.7499833703041077,0.8203758001327515,0.745750904083252,0.7454853057861328,0.7377340793609619,0.760954737663269,0.7263311147689819,0.7509294748306274,0.7262481451034546,0.69144207239151,0.7557429075241089,0.7543818950653076,0.7750298976898193,0.6650345325469971,0.7289204597473145,0.6996580958366394,0.7441906929016113,0.7517428398132324,0.707260012626648,0.7733534574508667,0.8203094005584717,0.7119738459587097,0.7399581670761108,0.8234131932258606,0.6770515441894531,0.761419415473938,0.8100185394287109,0.7329704165458679,0.768938422203064,0.6990771293640137,0.7597098350524902,0.7278581857681274
0.7779676914215088,0.8088234663009644,0.778200089931488,0.792192280292511,0.7554109692573547,0.7925906181335449,0.816027045249939,0.7460828423500061,0.7328708171844482,0.8003087043762207,0.7826151847839355,0.7563736438751221,0.7112600803375244,0.7935864925384521,0.7795611619949341,0.7338999509811401,0.8047569990158081,0.7580500841140747,0.8084583282470703,0.7237584590911865,0.768125057220459,0.7969725131988525,0.7873788475990295,0.7464314103126526,0.7304641008377075,0.737402081489563,0.8229816555976868,0.7402237057685852,0.7642909288406372,0.7371033430099487,0.7645897269248962,0.7292855978012085,0.7408545017242432,0.7283395528793335,0.6811844110488892,0.7564234733581543,0.7589795589447021,0.7698512077331543,0.6662793159484863,0.7342483997344971,0.7093015313148499,0.7462156414985657,0.7595438361167908,0.7189948558807373,0.7814035415649414,0.8237119913101196,0.7092185616493225,0.7406885027885437,0.821388304233551,0.6789934635162354,0.7610709071159363,0.8082425594329834,0.7359579801559448,0.7716770768165588,0.6965542435646057,0.7662495374679565,0.7244389653205872
0.7763909101486206,0.804856538772583,0.783843457698822,0.7870302796363831,0.7533361911773682,0.7936528921127319,0.8127572536468506,0.7487219572067261,0.7463982105255127,0.8074126243591309,0.7788141965866089,0.7590625286102295,0.7224969863891602,0.8007735013961792,0.7815030813217163,0.7430785894393921,0.807794451713562,0.7586144208908081,0.7945160865783691,0.7255012392997742,0.7591455578804016,0.7984828948974609,0.7889391183853149,0.760473370552063,0.7399250268936157,0.7425142526626587,0.8182512521743774,0.747294545173645,0.7554939985275269,0.7437591552734375,0.7654694318771362,0.7358916401863098,0.7529046535491943,0.7268788814544678,0.6793752312660217,0.7646560668945312,0.7626808881759644,0.7734696865081787,0.6713915467262268,0.7321571111679077,0.7046706676483154,0.749634861946106,0.7493360638618469,0.7138659954071045,0.7780838012695312,0.8229484558105469,0.7123224139213562,0.7417840361595154,0.8221849799156189,0.6780308485031128,0.7606725692749023,0.8146660327911377,0.7269287109375,0.7719094753265381,0.7009361386299133,0.766183078289032,0.7344808578491211
0.7833952903747559,0.8134045600891113,0.7817686796188354,0.7921590805053711,0.7523901462554932,0.7878767251968384,0.8200936317443848,0.748821496963501,0.7507966756820679,0.802848219871521,0.7887564897537231,0.7553445100784302,0.7191773653030396,0.7897523641586304,0.7909308075904846,0.7278914451599121,0.810798704624176,0.7615190744400024,0.7993959188461304,0.7258331775665283,0.7685234546661377,0.7833786606788635,0.7911133766174316,0.7477758526802063,0.7438586950302124,0.7427798509597778,0.8263842463493347,0.749302864074707,0.7539005279541016,0.7406387329101562,0.7654860019683838,0.7440910339355469,0.7540001273155212,0.7287544012069702,0.6713749766349792,0.7673449516296387,0.7615522146224976,0.7798100709915161,0.6630759239196777,0.7342982292175293,0.7104634046554565,0.7449873685836792,0.757950484752655,0.7077412605285645,0.7855032682418823,0.8242597579956055,0.7130693197250366,0.74736088514328,0.8221352100372314,0.6754248738288879,0.7625315189361572,0.81031733751297,0.723227322101593,0.7685068249702454,0.698728621006012,0.7708471417427063,0.7317255139350891
0.7833288908004761,0.8087073564529419,0.7844244241714478,0.7925242185592651,0.750763475894928,0.7843081951141357,0.8156287670135498,0.7543486952781677,0.7485227584838867,0.8038275241851807,0.7826815843582153,0.7590293288230896,0.728754460811615,0.7914121747016907,0.7872128486633301,0.7382153868675232,0.809553861618042,0.7614692449569702,0.7971717119216919,0.7237750291824341,0.7629132866859436,0.7952961325645447,0.7910138368606567,0.7543818950653076,0.7387962937355042,0.7398419380187988,0.8225501179695129,0.7446553707122803,0.7553279399871826,0.7484563589096069,0.761353075504303,0.7393440008163452,0.7527220845222473,0.7294018268585205,0.6744290590286255,0.7723575830459595,0.768606424331665,0.7780340909957886,0.6701632738113403,0.7328542470932007,0.7129862904548645,0.748821496963501,0.7566060423851013,0.706928014755249,0.7787477970123291,0.8210563063621521,0.7161067724227905,0.7422487139701843,0.824790894985199,0.6716073751449585,0.7561910152435303,0.8230646848678589,0.7273270487785339,0.7662661075592041,0.7046540975570679,0.7608053684234619,0.7314433455467224
