,site2,site3,site6,site8,site9,site10,site11,site12
42,0.9285714285714286,0.6865555190538765,0.7374233128834355,0.699228791773779,0.904051534158332,0.908907436546487,0.9235055724417428,0.73
43,0.8486842105263157,0.678092277486911,0.6425000000000001,0.6924063116370809,0.9348703170028818,0.8455877098963915,0.9440504334121356,1.0
44,0.7083333333333334,0.7450432441253263,0.620125786163522,0.5847523977294969,0.851964204459275,0.8388345691974539,0.775709219858156,1.0
45,0.8648648648648649,0.6917372881355932,0.8944099378881988,0.5902061855670103,0.8869676593019533,0.8272403187473787,0.9219858156028368,0.84
46,0.8243243243243242,0.7060915149544863,0.7377358490566037,0.5237906423473434,0.8766115577127256,0.8072525902107895,0.9296690307328606,1.0
47,0.7828947368421053,0.5830797697368421,0.6174999999999999,0.5245021475985943,0.9592038904899136,0.809927652733119,0.8916827852998066,1.0
48,0.75,0.6426292539267016,0.7484662576687117,0.6246311233523509,0.782500800512328,0.8341800643086817,0.8829787234042553,1.0
49,0.7948717948717949,0.5586399474375822,0.46,0.6053511705685618,0.838328530259366,0.8351688102893889,0.9209726443768996,0.6799999999999999
50,0.6599999999999999,0.5907601572739187,0.5949367088607596,0.6188012495119095,0.8170989433237272,0.8489389067524115,0.9128672745694022,0.0
51,0.6623376623376623,0.6875613547120419,0.9031055900621118,0.5194290245836637,0.9271533781620236,0.8496114683815649,0.8778565799842395,1.0
52,0.5666666666666667,0.7960171568627451,0.44125,0.597534516765286,0.9132826827351322,0.8573325877254299,0.8849129593810444,1.0
53,0.5945945945945945,0.6076320538057742,0.51375,0.6294416243654822,0.95850144092219,0.9091639871382636,0.831306990881459,0.96
54,0.636986301369863,0.6215641361256545,0.563125,0.7619886474848308,0.8941301380251783,0.8091027407747665,0.8829787234042553,0.0799999999999999
55,0.5540540540540541,0.7752088794233288,0.6150943396226416,0.6147989066770793,0.9045389048991356,0.8524345429490123,0.9351570415400204,0.96
56,0.821917808219178,0.6651292262678804,0.170886075949367,0.6676528599605523,0.8017831412103746,0.8841744722494058,0.7304964539007092,0.8933333333333333
57,0.6578947368421053,0.6418284921671017,0.6248447204968944,0.5161001788908766,0.9531219980787704,0.9059485530546624,0.8717494089834517,0.98
58,0.5136986301369864,0.731689453125,0.5490683229813664,0.6566217287866772,0.9299881335819632,0.8870485306214013,0.8978723404255319,0.97
59,0.6643835616438356,0.6664891874180865,0.4395061728395061,0.7027080062794349,0.939069575957184,0.8530478210303072,0.9072558647026732,0.74
60,0.2027027027027027,0.7186886452879581,0.7180124223602484,0.6590596104662602,0.9315561959654178,0.8585558506920173,0.8912529550827423,1.0
61,0.577922077922078,0.6547141218872871,0.6394904458598726,0.6426893716970054,0.9084635219171848,0.8669248757673195,0.8949065119277886,1.0
62,0.3356164383561644,0.717301729765013,0.3459119496855346,0.5776098901098901,0.8348179198323291,0.8494212218649518,0.9550827423167848,0.98
63,0.2866666666666667,0.7625327653997378,0.5660377358490566,0.843315717361519,0.9322766570605188,0.9128215434083602,0.8944050433412136,1.0
64,0.3648648648648648,0.708224115334207,0.628395061728395,0.7558528428093645,0.9334474063400576,0.7629260450160772,0.7738376674546887,0.85
65,0.7763157894736843,0.7102643603133159,0.5563291139240506,0.6546351084812623,0.9021773935318604,0.9273465013014852,0.9613869188337274,1.0
66,0.7402597402597402,0.706233745123537,0.49171974522293,0.7182468694096602,0.8595581171950049,0.8145000765579544,0.9445519019987104,1.0
67,0.6824324324324325,0.6408894856770833,0.6866242038216561,0.6408616958489082,0.7916927703295328,0.8570772360391102,0.8550039401103231,0.74
68,0.6506849315068494,0.6429239908854167,0.5590062111801243,0.724821570182395,0.8407401789777036,0.9007808911345888,0.729405346426623,0.84
69,0.8243243243243243,0.6019413499344692,0.5886075949367089,0.7292112950340799,0.8494236311239194,0.8890325737452817,0.800709219858156,1.0
70,0.5273972602739726,0.682994757536042,0.420125786163522,0.6845180136319378,0.8692363112391931,0.8462700964630225,0.7775628626692457,0.98
71,0.3986486486486486,0.7078063403416557,0.7474999999999999,0.5932814021421617,0.9470249194778776,0.8923654052271416,0.8782505910165485,1.0
72,0.6533333333333333,0.55626629726206,0.737974683544304,0.6997041420118343,0.8589268560450116,0.8858520900321543,0.9523809523809524,1.0
73,0.6643835616438357,0.7691650390624999,0.8037500000000001,0.7074352382835672,0.9071028987964062,0.899167285019375,0.8065764023210832,0.98
74,0.7638888888888888,0.6452410130718954,0.8402439024390245,0.7006130116669962,0.8604363935776039,0.8632203809052683,0.9408983451536644,1.0
75,0.4324324324324324,0.7129826570680627,0.679874213836478,0.6956351536504208,0.9156580211335256,0.8377545551982851,0.9300911854103344,1.0
76,0.6319444444444444,0.6646227183833116,0.6050314465408805,0.7415620094191523,0.8426774954152476,0.8401286173633441,0.8484848484848485,1.0
77,0.5202702702702703,0.6910520696452037,0.7515527950310559,0.7072432643498632,0.7813915191436805,0.8425925925925926,0.8983451536643026,0.98
78,0.9794520547945206,0.6570518092105262,0.6780487804878049,0.6209630064591897,0.958344249410532,0.9009340070433318,0.9194068343004514,1.0
79,0.7236842105263158,0.5810367454068242,0.3503184713375796,0.5605647517039922,0.9391210374639768,0.8354647763811751,0.9393223010244288,0.9866666666666666
80,0.6575342465753424,0.7397594278283485,0.729192546583851,0.5512820512820513,0.9038184438040346,0.8568384057429149,0.8280141843971631,0.9666666666666668
81,0.6644736842105263,0.7103824013157896,0.7962264150943397,0.5748782862706914,0.770893371757925,0.8581189710610932,0.7683215130023641,0.98
82,0.8783783783783784,0.6391447368421053,0.75375,0.5081585081585082,0.8972142170989433,0.8633814402153593,0.9188337273443656,1.0
83,0.821917808219178,0.6605243782722513,0.4968944099378882,0.6285321821036106,0.8345684094963635,0.8606075118013272,0.8368794326241135,0.98
84,0.678082191780822,0.7022046793193718,0.3484662576687116,0.7073964497041421,0.9098943323727186,0.8504501607717042,0.9046493301812452,0.96
85,0.5405405405405406,0.6618274278215224,0.6598726114649682,0.6023057546987017,0.8434197886647455,0.826964779780154,0.8025095471903982,0.98
86,0.8541666666666666,0.7693880890052356,0.739622641509434,0.5715676728334955,0.9449059162569928,0.871343424045173,0.9353821907013397,0.91
87,0.5,0.6356682441253263,0.3911949685534591,0.6579881656804735,0.9348154247289696,0.8925072908098407,0.7867274569402228,0.86
88,0.9178082191780822,0.6420102672750978,0.6037735849056604,0.6622073578595317,0.9108549471661864,0.8372093023255813,0.9666666666666668,0.96
89,0.7133333333333334,0.7319068211488251,0.4227848101265823,0.521542396222703,0.9147797447509264,0.9008330897398422,0.7773049645390071,0.94
90,0.6776315789473684,0.6726736566186107,0.6088607594936709,0.7309649637893914,0.8450454444690756,0.844236952757853,0.806146572104019,1.0
91,0.7236842105263157,0.7429851112565445,0.8024539877300613,0.5970979924468297,0.9325648414985592,0.832902278764155,0.7780141843971632,1.0
92,0.9342105263157896,0.7302685611038108,0.5645569620253165,0.6037974683544304,0.8710753829819506,0.8721165944359011,0.7596532702915682,0.98
93,0.7837837837837838,0.6657439304461943,0.47875,0.5999609527528309,0.8622478386167147,0.8381797847057179,0.947130883301096,0.0799999999999999
