,site2
42,0.2222222222222222
43,0.2222222222222222
44,0.0833333333333333
45,0.4722222222222222
46,0.8680555555555556
47,0.9791666666666669
48,0.3541666666666666
49,0.3888888888888888
50,0.6180555555555556
51,0.4375
52,0.8958333333333334
53,0.5416666666666666
54,0.9583333333333331
55,0.7569444444444444
56,0.3194444444444445
57,0.9444444444444444
58,0.5069444444444444
59,0.5763888888888888
60,0.5416666666666666
61,0.5138888888888888
62,0.8194444444444444
63,0.5138888888888888
64,0.7013888888888888
65,0.9861111111111112
66,0.5972222222222222
67,0.9652777777777778
68,0.5972222222222223
69,0.3888888888888889
70,0.6736111111111112
71,0.3888888888888889
72,0.6180555555555556
73,0.3888888888888889
74,0.7777777777777777
75,0.6111111111111112
76,0.5763888888888888
77,0.9583333333333331
78,0.1736111111111111
79,0.5
80,0.4375
81,0.4583333333333333
82,0.9375
83,0.3888888888888889
84,0.5833333333333334
85,0.2638888888888889
86,0.3819444444444444
87,0.8263888888888888
88,0.7291666666666666
89,0.5347222222222222
90,0.5555555555555555
91,0.5555555555555556
92,0.4097222222222222
93,0.2430555555555555
94,0.5277777777777778
95,0.2152777777777778
96,0.2083333333333333
97,0.6180555555555556
98,0.2569444444444444
99,0.3194444444444445
100,0.4722222222222222
101,0.9305555555555556
102,0.8194444444444444
