,site6
42,0.8461538461538461
43,0.8666666666666667
44,0.8294871794871794
45,0.7448717948717949
46,0.8185897435897436
47,0.6102564102564103
48,0.9064102564102564
49,0.7833333333333334
50,0.7205128205128205
51,0.7897435897435898
52,0.6871794871794872
53,0.7448717948717948
54,0.8275641025641025
55,0.6192307692307693
56,0.7346153846153847
57,0.7192307692307692
58,0.6653846153846155
59,0.767948717948718
60,0.6974358974358975
61,0.6141025641025641
62,0.7371794871794871
63,0.6512820512820513
64,0.8038461538461539
65,0.4916666666666666
66,0.8833333333333333
67,0.5807692307692307
68,0.7705128205128206
69,0.7948717948717949
70,0.7166666666666667
71,0.7782051282051281
72,0.8153846153846155
73,0.735897435897436
74,0.7384615384615384
75,0.7391025641025641
76,0.8538461538461539
77,0.8769230769230769
78,0.7320512820512821
79,0.7115384615384616
80,0.8564102564102565
81,0.7884615384615385
82,0.7423076923076923
83,0.5705128205128205
84,0.7538461538461538
85,0.5923076923076923
86,0.8384615384615385
87,0.7538461538461538
88,0.6717948717948717
89,0.6615384615384615
90,0.6487179487179486
91,0.8115384615384615
92,0.5884615384615384
93,0.6051282051282052
94,0.7230769230769231
95,0.4935897435897436
96,0.8397435897435898
97,0.6807692307692307
98,0.7410256410256411
99,0.5294871794871795
100,0.8474358974358974
101,0.6948717948717948
102,0.7307692307692307
