,site2
42,0.9930555555555556
43,0.8402777777777778
44,0.8472222222222222
45,0.9097222222222222
46,0.7638888888888888
47,0.4652777777777778
48,0.7222222222222222
49,0.7083333333333334
50,0.6319444444444444
51,0.7083333333333333
52,0.4722222222222222
53,0.7013888888888888
54,0.5
55,0.3819444444444444
56,0.6319444444444444
57,0.4305555555555555
58,0.5486111111111112
59,0.6458333333333334
60,0.5486111111111112
61,0.6666666666666667
62,0.3611111111111111
63,0.5555555555555556
64,0.2361111111111111
65,0.5138888888888888
66,0.7013888888888888
67,0.4583333333333333
68,0.6319444444444444
69,0.8472222222222221
70,0.6319444444444444
71,0.6319444444444444
72,0.5763888888888888
73,0.6458333333333333
74,0.3055555555555556
75,0.6736111111111112
76,0.4027777777777777
77,0.3680555555555556
78,1.0
79,0.6805555555555556
80,0.7777777777777778
81,0.4722222222222222
82,0.5486111111111112
83,0.8611111111111112
84,0.5902777777777778
85,0.986111111111111
86,0.8472222222222222
87,0.7152777777777778
88,0.6597222222222222
89,0.5902777777777778
90,0.4652777777777778
91,0.5555555555555556
92,0.9791666666666669
93,0.8472222222222222
94,0.5763888888888888
95,0.7847222222222223
96,0.8055555555555555
97,0.625
98,1.0
99,0.7708333333333334
100,0.5902777777777778
101,0.375
102,0.4861111111111111
