,site8
42,0.7353119321623258
43,0.7516656571774681
44,0.7462144155057541
45,0.8130426004441752
46,0.8180900464365032
47,0.7122955784373108
48,0.7365233192004846
49,0.838683626085201
50,0.7738744195437111
51,0.6979608318190995
52,0.6297193620028265
53,0.7242075509792045
54,0.681203311124571
55,0.6033716939228749
56,0.6860488592772057
57,0.7454068241469817
58,0.5967090652130023
59,0.7013930950938825
60,0.6681809004643651
61,0.569150010094892
62,0.6581869573995558
63,0.642842721582879
64,0.7378356551584899
65,0.7277407631738341
66,0.8750252372299616
67,0.6528366646476883
68,0.6690894407429842
69,0.6649505350292751
70,0.6810014132848778
71,0.6505148394912175
72,0.4750656167979002
73,0.6723198061780739
74,0.673430244296386
75,0.8474661821118514
76,0.8607914395315971
77,0.7797294568948112
78,0.5934786997779123
79,0.7368261659600241
80,0.7677165354330708
81,0.6977589339794064
82,0.5784373107207753
83,0.642842721582879
84,0.8221280032303655
85,0.8269735513830002
86,0.7734706238643246
87,0.6073087017968908
88,0.8086008479709267
89,0.6797900262467192
90,0.7200686452654957
91,0.6511205330102968
92,0.7870987280436099
93,0.7883101150817686
94,0.784575005047446
95,0.7347062386432467
96,0.6565717746820109
97,0.772259236826166
98,0.6603068847163335
99,0.7290530991318394
100,0.6686856450635978
101,0.7391479911164951
102,0.7740763173834041
