,site6
42,0.6987179487179487
43,0.683974358974359
44,0.6858974358974359
45,0.6948717948717948
46,0.676923076923077
47,0.7410256410256411
48,0.7653846153846154
49,0.7743589743589744
50,0.7576923076923078
51,0.7538461538461538
52,0.8384615384615385
53,0.7628205128205128
54,0.8474358974358974
55,0.8294871794871795
56,0.8256410256410256
57,0.8025641025641026
58,0.7371794871794872
59,0.8326923076923077
60,0.7051282051282052
61,0.8115384615384615
62,0.7833333333333334
63,0.8730769230769231
64,0.7692307692307692
65,0.691025641025641
66,0.798076923076923
67,0.7423076923076923
68,0.7153846153846153
69,0.7256410256410256
70,0.5615384615384615
71,0.6493589743589744
72,0.7384615384615385
73,0.6717948717948719
74,0.6153846153846154
75,0.8038461538461538
76,0.6166666666666667
77,0.7025641025641026
78,0.7064102564102565
79,0.8948717948717948
80,0.6538461538461539
81,0.7756410256410257
82,0.764102564102564
83,0.5307692307692308
84,0.7250000000000001
85,0.8064102564102564
86,0.7294871794871796
87,0.7397435897435898
88,0.7153846153846154
89,0.8705128205128204
90,0.8698717948717949
91,0.7076923076923077
92,0.608974358974359
93,0.6666666666666667
94,0.8794871794871795
95,0.5512820512820512
96,0.8987179487179487
97,0.841025641025641
98,0.8333333333333333
99,0.6423076923076922
100,0.7871794871794873
101,0.7461538461538462
102,0.8461538461538461
