,site3
42,0.7622227822580645
43,0.7590515793010753
44,0.7914566532258065
45,0.7999621975806451
46,0.7771757392473119
47,0.7254284274193549
48,0.842930947580645
49,0.7477108534946237
50,0.763692876344086
51,0.6656796034946236
52,0.7875504032258065
53,0.8080687163978495
54,0.7916666666666667
55,0.8507854502688172
56,0.7406754032258064
57,0.7371261760752689
58,0.6961105510752689
59,0.7116725470430108
60,0.803574428763441
61,0.7217321908602151
62,0.7960349462365591
63,0.7634408602150538
64,0.7914146505376343
65,0.7792758736559138
66,0.7910786290322581
67,0.7174479166666667
68,0.7957619287634409
69,0.7901335685483871
70,0.7077452956989247
71,0.7329469086021506
72,0.815356182795699
73,0.7668220766129032
74,0.7526251680107527
75,0.7443506384408601
76,0.7629998319892473
77,0.7580855174731184
78,0.7789188508064517
79,0.7837911626344086
80,0.74403561827957
81,0.7727444556451613
82,0.8080057123655915
83,0.7219212029569892
84,0.6929603494623655
85,0.7206191196236559
86,0.7530241935483871
87,0.8120379704301075
88,0.729544690860215
89,0.7753486223118279
90,0.7227402553763441
91,0.746135752688172
92,0.7557753696236559
93,0.8196194556451614
94,0.7790658602150539
95,0.7670320900537635
96,0.7896505376344086
97,0.7859332997311828
98,0.8064936155913978
99,0.7247773857526881
100,0.7681031586021505
101,0.7483408938172041
102,0.7566994287634409
