,site10
42,0.6685179771996492
43,0.6294942999123063
44,0.7081262788658287
45,0.7572347266881029
46,0.754457760888629
47,0.6131978953522362
48,0.6490792166033323
49,0.7385998246126864
50,0.6928529669687226
51,0.6753142356036247
52,0.7630078924291144
53,0.7246419175679626
54,0.6961414790996785
55,0.6925606547793043
56,0.7009646302250804
57,0.6739257527038878
58,0.7397690733703596
59,0.6894913767904122
60,0.6644986845951476
61,0.6390675241157556
62,0.717699503069278
63,0.6886144402221572
64,0.609617071031862
65,0.7532154340836013
66,0.6937299035369776
67,0.7410114001753872
68,0.7184302835428238
69,0.8169394913767904
70,0.6984068985676704
71,0.7552616194095294
72,0.7389652148494592
73,0.719745688395206
74,0.7795235311312482
75,0.7336305173925753
76,0.7130225080385852
77,0.6731218941829874
78,0.7615463314820228
79,0.7033031277404268
80,0.7414498684595148
81,0.6671294942999123
82,0.6962876351943876
83,0.7983045893013738
84,0.6930722011107863
85,0.7010377082724351
86,0.6638409821689564
87,0.7248611517100264
88,0.7461999415375621
89,0.789681379713534
90,0.798450745396083
91,0.6442560654779305
92,0.7217187956737797
93,0.703960830166618
94,0.7329728149663841
95,0.6498830751242327
96,0.7643232972814966
97,0.7161648640748319
98,0.755334697456884
99,0.6822566501023093
100,0.707907044723765
101,0.7626425021923414
102,0.7122917275650394
