,site3
42,0.7876344086021505
43,0.7455057123655914
44,0.7728914650537635
45,0.7732694892473118
46,0.7677881384408601
47,0.7347320228494624
48,0.7266465053763441
49,0.7291246639784946
50,0.7430485551075269
51,0.7526671706989247
52,0.7641549059139785
53,0.7159568212365592
54,0.7451486895161291
55,0.8114289314516129
56,0.7609417002688172
57,0.7918766801075269
58,0.7585055443548387
59,0.8055065524193549
60,0.814327116935484
61,0.6965935819892474
62,0.7439726142473118
63,0.801705309139785
64,0.7544942876344086
65,0.7807039650537635
66,0.748193884408602
67,0.7682501680107527
68,0.7429225470430108
69,0.6841187836021505
70,0.7787088373655914
71,0.7689222110215053
72,0.7521841397849464
73,0.7745715725806452
74,0.7018439180107527
75,0.8161122311827957
76,0.7204511088709676
77,0.7862903225806451
78,0.7543682795698925
79,0.7591565860215053
80,0.727570564516129
81,0.7698462701612904
82,0.7266885080645162
83,0.7318968413978495
84,0.7483828965053764
85,0.7121975806451614
86,0.815398185483871
87,0.7466187836021505
88,0.7606056787634409
89,0.7847152217741936
90,0.778204805107527
91,0.7781628024193549
92,0.7810399865591398
93,0.8121219758064516
94,0.7561113911290323
95,0.8317372311827956
96,0.7510710685483871
97,0.7586315524193549
98,0.7747395833333334
99,0.7774907594086021
100,0.7281376008064516
101,0.8037424395161291
102,0.8177083333333333
