,site6
42,0.841025641025641
43,0.8666666666666667
44,0.8294871794871794
45,0.7461538461538462
46,0.8237179487179487
47,0.608974358974359
48,0.9051282051282052
49,0.7846153846153847
50,0.7282051282051283
51,0.7884615384615385
52,0.6871794871794872
53,0.741025641025641
54,0.8275641025641026
55,0.6192307692307693
56,0.735897435897436
57,0.7205128205128205
58,0.6846153846153846
59,0.7692307692307693
60,0.6948717948717948
61,0.6166666666666667
62,0.7294871794871794
63,0.6512820512820513
64,0.8025641025641026
65,0.4826923076923077
66,0.8782051282051282
67,0.5769230769230769
68,0.7756410256410257
69,0.7961538461538462
70,0.7205128205128205
71,0.7846153846153845
72,0.8141025641025641
73,0.7371794871794872
74,0.7371794871794871
75,0.7403846153846154
76,0.8512820512820513
77,0.882051282051282
78,0.735897435897436
79,0.708974358974359
80,0.8564102564102565
81,0.7846153846153847
82,0.7371794871794872
83,0.5653846153846154
84,0.7538461538461538
85,0.591025641025641
86,0.8397435897435898
87,0.7525641025641026
88,0.6653846153846155
89,0.6615384615384615
90,0.6397435897435898
91,0.8128205128205128
92,0.5884615384615384
93,0.6102564102564103
94,0.7192307692307692
95,0.4948717948717949
96,0.8397435897435896
97,0.6884615384615385
98,0.7371794871794872
99,0.5282051282051282
100,0.8487179487179487
101,0.6935897435897436
102,0.7410256410256411
