,site8
42,0.7970926711084192
43,0.8024429638602867
44,0.6164950535029274
45,0.6272965879265092
46,0.6826165960024227
47,0.7658994548758328
48,0.75307894205532
49,0.6644457904300424
50,0.7715525943872401
51,0.6785786392085604
52,0.6899858671512215
53,0.6592973955178679
54,0.7849788007268322
55,0.7324853624066222
56,0.7393498889561883
57,0.7158287906319403
58,0.7668079951544519
59,0.7869977791237633
60,0.7611548556430447
61,0.7971936200282658
62,0.7202705431051888
63,0.738239450837876
64,0.8522107813446396
65,0.7912376337573188
66,0.7965879265091863
67,0.7053301029678982
68,0.6470825762164344
69,0.7600444175247325
70,0.7415707651928124
71,0.7296587926509186
72,0.794165152432869
73,0.8137492428831012
74,0.7403593781546537
75,0.7341005451241671
76,0.723198061780739
77,0.7951746416313346
78,0.655663234403392
79,0.7267312739753684
80,0.7780133252574197
81,0.6886735311932162
82,0.7328891580860084
83,0.7585301837270342
84,0.8403997577225923
85,0.7513628104179285
86,0.7169392287502524
87,0.707450030284676
88,0.6912982031092267
89,0.6992731677771048
90,0.8244498283868362
91,0.6593983444377146
92,0.6710074702200686
93,0.8021401171007471
94,0.6457702402584293
95,0.7322834645669292
96,0.6374924288310115
97,0.7092671108419141
98,0.5842923480718756
99,0.779123763375732
100,0.7531798909751666
101,0.718150615788411
102,0.59267110841914
