,site3
42,0.8025453629032259
43,0.748949932795699
44,0.7836651545698924
45,0.772597446236559
46,0.7810609879032259
47,0.749012936827957
48,0.7330729166666666
49,0.7452536962365591
50,0.731539818548387
51,0.7667380712365591
52,0.7700352822580645
53,0.7207451276881721
54,0.7497269825268817
55,0.8106938844086021
56,0.7613617271505376
57,0.8068296370967741
58,0.7520371303763441
59,0.8216355846774193
60,0.836924563172043
61,0.7328419018817204
62,0.7561533938172044
63,0.8040994623655914
64,0.7729754704301075
65,0.7820060483870968
66,0.756720430107527
67,0.7638398857526881
68,0.7400663642473119
69,0.6655115927419355
70,0.7914356518817205
71,0.7730804771505376
72,0.7607526881720429
73,0.7771757392473119
74,0.7196110551075269
75,0.8257728494623655
76,0.6847068212365591
77,0.8040154569892473
78,0.7603326612903226
79,0.762726814516129
80,0.7431115591397849
81,0.7779527889784946
82,0.7254284274193549
83,0.7274025537634409
84,0.7632518481182796
85,0.7102654569892475
86,0.8053595430107527
87,0.750021001344086
88,0.7574134744623656
89,0.7844632056451614
90,0.7641339045698924
91,0.7600176411290323
92,0.7891885080645161
93,0.8256888440860215
94,0.7806409610215054
95,0.8286290322580645
96,0.746114751344086
97,0.7840851814516129
98,0.7692792338709677
99,0.7727024529569891
100,0.7052461357526882
101,0.802776377688172
102,0.7878864247311829
