,site2,site3,site6,site8
42,0.6073619631901841,0.7682326621923938,0.6754756871035942,0.7451241134751774
43,0.7952453987730062,0.8136912751677852,0.8124433705829054,0.6658540189125295
44,0.4585889570552147,0.7456972408650261,0.7804288734521292,0.7807697990543736
45,0.5835889570552146,0.7647352721849366,0.6845363938387194,0.7531028368794326
46,0.7062883435582822,0.753489932885906,0.6710963455149502,0.7212248817966904
47,0.7622699386503068,0.7873974645786725,0.6852914527333132,0.6801122931442081
48,0.8957055214723927,0.8215361670395227,0.8702808819087889,0.7173463356973995
49,0.8443251533742331,0.7450559284116332,0.7163998791905769,0.698581560283688
50,0.727760736196319,0.7946159582401193,0.8017215342796739,0.6440972222222222
51,0.6625766871165645,0.8120805369127516,0.7855632739353668,0.6218232860520094
52,0.7085889570552146,0.7833855331841909,0.7840531561461794,0.6885712174940899
53,0.5398773006134969,0.7883892617449664,0.8360012080942314,0.6324246453900709
54,0.5513803680981595,0.706241610738255,0.694654183026276,0.5913120567375887
55,0.5789877300613497,0.7554809843400447,0.7558139534883721,0.6779329196217494
56,0.6641104294478528,0.7793064876957495,0.5566294170945333,0.6039819739952719
57,0.5598159509202454,0.8228411633109619,0.6899728178797946,0.6228575650118204
58,0.8105828220858896,0.7664280387770321,0.8273935366958622,0.7828752955082742
59,0.4524539877300614,0.7696122296793437,0.7626094835397161,0.6772680260047281
60,0.647239263803681,0.8206935123042505,0.6670190274841437,0.7296838061465721
61,0.816717791411043,0.7530872483221476,0.7106614315916642,0.693964243498818
62,0.5437116564417178,0.8213273676360924,0.7517366354575656,0.6518173758865248
63,0.808282208588957,0.8142953020134228,0.7147387496224706,0.7190455082742317
64,0.6142638036809815,0.7853542132736764,0.7370884929024464,0.676455378250591
65,0.6556748466257669,0.8016703952274422,0.8138024765931742,0.7384751773049645
66,0.6625766871165644,0.8247054436987322,0.7860163092721233,0.7347074468085106
67,0.7561349693251534,0.7721551081282625,0.7484143763213531,0.7444222813238771
68,0.8420245398773006,0.8063832960477255,0.8024765931742677,0.617723108747045
69,0.7254601226993864,0.7698434004474273,0.7225913621262459,0.736074172576832
70,0.7538343558282209,0.8542058165548099,0.6340984596798551,0.7282432033096926
71,0.4769938650306748,0.7709917971662937,0.7993053458169738,0.7254358747044918
72,0.625,0.7732065622669649,0.8012684989429175,0.561576536643026
73,0.6779141104294478,0.7422669649515288,0.6537299909392933,0.6670360520094563
74,0.5812883435582823,0.7895674869500373,0.7529447296889157,0.6993203309692673
75,0.8757668711656441,0.7932214765100671,0.7592872244035035,0.764738475177305
76,0.8964723926380368,0.7998210290827741,0.7518876472364845,0.6888297872340425
77,0.5429447852760736,0.771193139448173,0.6781938991241316,0.639664598108747
78,0.6771472392638036,0.7458836689038031,0.6445182724252492,0.5852541371158393
79,0.5920245398773006,0.7757568978374346,0.678646934460888,0.7328235815602837
80,0.5636503067484663,0.7885906040268456,0.7029598308668076,0.7254728132387707
81,0.7315950920245399,0.7595973154362416,0.7526427061310782,0.7188977541371158
82,0.4493865030674847,0.7659731543624162,0.8414376321353065,0.6890883569739953
83,0.7078220858895705,0.8316256524981357,0.6975234068257324,0.7524379432624113
84,0.7131901840490797,0.7599776286353468,0.7011476895197826,0.5192449763593381
85,0.6242331288343559,0.7546979865771812,0.7567200241618846,0.8143838652482268
86,0.566717791411043,0.75082774049217,0.7292358803986712,0.635084219858156
87,0.3029141104294478,0.7752572706935124,0.5895499848988222,0.7530289598108748
88,0.8888036809815951,0.7914615958240119,0.8406825732407128,0.6646719858156028
89,0.7369631901840491,0.7786800894854585,0.7709151313802476,0.7576462765957447
90,0.838957055214724,0.7959284116331096,0.6118997281787979,0.66264036643026
91,0.6549079754601227,0.6644444444444444,0.8014195107218363,0.6264775413711583
92,0.4171779141104294,0.8204250559284116,0.5996677740863787,0.6901595744680851
93,0.8512269938650308,0.8036689038031319,0.691633947447901,0.5394134160756501
94,0.732361963190184,0.7938627889634602,0.6825732407127756,0.7798093971631206
95,0.6349693251533742,0.7900820283370619,0.7019027484143763,0.761820330969267
96,0.7438650306748466,0.7536539895600298,0.8488372093023255,0.6057180851063829
97,0.7185582822085891,0.7817524235645041,0.6914829356689822,0.7498153073286051
98,0.7208588957055214,0.7810812826249067,0.7210812443370583,0.7525118203309693
