seed42,seed43,seed44,seed45,seed46,seed47,seed48,seed49,seed50,seed51,seed52,seed53,seed54,seed55,seed56,seed57,seed58,seed59,seed60,seed61,seed62,seed63,seed64,seed65,seed66,seed67,seed68,seed69,seed70,seed71,seed72,seed73,seed74,seed75,seed76,seed77,seed78,seed79,seed80,seed81,seed82,seed83,seed84,seed85,seed86,seed87,seed88,seed89,seed90,seed91,seed92,seed93,seed94,seed95,seed96,seed97,seed98,seed99,seed100,seed101,seed102
0.2507510185241699,0.175680324435234,0.6102715134620667,0.3705882430076599,0.5981758832931519,0.2572213113307953,0.2692882120609283,0.2393478006124496,0.2479195147752761,0.6135812997817993,0.2543014883995056,0.211120992898941,0.2729036509990692,0.2525552809238434,0.5120575428009033,0.4181910455226898,0.2017667740583419,0.2500695288181305,0.1634567081928253,0.2431435286998748,0.6683816313743591,0.3033857345581054,0.4081220924854278,0.5798436403274536,0.2084088325500488,0.295276403427124,0.652307391166687,0.263978362083435,0.6083184480667114,0.2288657426834106,0.3075723350048065,0.2384392023086547,0.2303456813097,0.1445574462413787,0.2651640772819519,0.2696865499019623,0.3249041438102722,0.2817273139953613,0.2472123950719833,0.2644681334495544,0.226108580827713,0.7660495042800903,0.2358075380325317,0.3826108276844024,0.3221173584461212,0.2174694836139679,0.2322189509868621,0.2846020758152008,0.3202757239341736,0.4347137212753296,0.2836473286151886,0.7219517827033997,0.3184567093849182,0.4055997133255005,0.5491500496864319,0.6739417910575867,0.2589719295501709,0.1569576561450958,0.3132416009902954,0.5825392007827759,0.20799300074577332
0.728187620639801,0.7987046837806702,0.7005397081375122,0.7534199357032776,0.6892634630203247,0.652755618095398,0.7979757785797119,0.7393146753311157,0.7540994882583618,0.7128027677536011,0.7341176271438599,0.5148428678512573,0.6647087931632996,0.7395703196525574,0.7848909497261047,0.6113893985748291,0.3923607468605041,0.6852314472198486,0.7970021963119507,0.2830862402915954,0.7707126140594482,0.7153385877609253,0.6974451541900635,0.6437551975250244,0.7897616028785706,0.6191125512123108,0.7916606068611145,0.6834931373596191,0.6301195621490479,0.7237503528594971,0.639637291431427,0.4106760025024414,0.6592583060264587,0.7807974815368652,0.7458071112632751,0.7570197582244873,0.7743290662765503,0.7436825037002563,0.7647212743759155,0.7713795900344849,0.7381259799003601,0.7790215015411377,0.7900785207748413,0.7239736914634705,0.7571119070053101,0.4422797560691833,0.7619398832321167,0.7756292819976807,0.7485110759735107,0.7135598659515381,0.7243155241012573,0.7335680723190308,0.5795190930366516,0.7733923196792603,0.732147216796875,0.7312169075012207,0.7000977993011475,0.5407845973968506,0.6229200959205627,0.7312345504760742,0.2281385064125061
0.772913932800293,0.8299546241760254,0.7207286357879639,0.7703830003738403,0.6955831050872803,0.6915292739868164,0.7956528663635254,0.745191216468811,0.7696899175643921,0.7302075624465942,0.7547426819801331,0.7203314304351807,0.6971637010574341,0.7419170141220093,0.7864290475845337,0.658881425857544,0.7988053560256958,0.6962001323699951,0.82075035572052,0.7392183542251587,0.7584915161132812,0.7158002853393555,0.7105244994163513,0.6273740530014038,0.8037052750587463,0.6499386429786682,0.7970929741859436,0.7142125368118286,0.6659908890724182,0.7602485418319702,0.6646270751953125,0.7429667711257935,0.6786209344863892,0.7929822206497192,0.7395094633102417,0.7546565532684326,0.7699116468429565,0.7299290895462036,0.7699049115180969,0.7768305540084839,0.7398452758789062,0.7907905578613281,0.8068665862083435,0.7298358082771301,0.7592126727104187,0.7850049138069153,0.7543636560440063,0.7871463298797607,0.726893424987793,0.7265989184379578,0.7366325259208679,0.7294601202011108,0.6133400797843933,0.7751806378364563,0.737021803855896,0.7294477224349976,0.7112115621566772,0.8335790634155273,0.6694066524505615,0.7480993270874023,0.6421167850494385
0.7609145641326904,0.8329095840454102,0.733614444732666,0.7672709226608276,0.701373279094696,0.7162856459617615,0.8046623468399048,0.7556861042976379,0.7692159414291382,0.7296539545059204,0.7549265027046204,0.7410463690757751,0.7020672559738159,0.7547280788421631,0.7918213605880737,0.6767748594284058,0.8121150732040405,0.7207273244857788,0.8271813988685608,0.7427729368209839,0.7508324980735779,0.7170827388763428,0.719063401222229,0.6278895139694214,0.8125332593917847,0.6521027684211731,0.790824830532074,0.7315207719802856,0.6441210508346558,0.7687270045280457,0.6470588445663452,0.7454378604888916,0.7074277400970459,0.797909140586853,0.745227038860321,0.7578016519546509,0.7656276226043701,0.7485582232475281,0.7655789852142334,0.7729927897453308,0.7534386515617371,0.7895874381065369,0.7999858856201172,0.7320525646209717,0.7626911401748657,0.7920323610305786,0.7563393115997314,0.7865017652511597,0.7247793674468994,0.7274912595748901,0.7374796867370605,0.7209334373474121,0.6358813643455505,0.7589775919914246,0.7327807545661926,0.742460310459137,0.717400848865509,0.8515510559082031,0.6726217865943909,0.7521861791610718,0.7699910998344421
0.7641355395317078,0.8332703113555908,0.7344745993614197,0.7820109128952026,0.69785475730896,0.7160906791687012,0.8006637096405029,0.7467472553253174,0.7699357271194458,0.7388062477111816,0.7601286768913269,0.7577381134033203,0.6957173347473145,0.7572312355041504,0.7878611087799072,0.6695339679718018,0.8270401954650879,0.7183284759521484,0.8212862014770508,0.7473888397216797,0.7516982555389404,0.7152189016342163,0.7120493650436401,0.6314817667007446,0.8094248175621033,0.6646956205368042,0.7976744174957275,0.7225373387336731,0.6729658842086792,0.7752584218978882,0.6676093339920044,0.7514342665672302,0.6971266269683838,0.8030126094818115,0.7383327484130859,0.7628406286239624,0.7675278782844543,0.7341756820678711,0.7651687264442444,0.7747928500175476,0.752596914768219,0.7860131859779358,0.805828332901001,0.7202135324478149,0.7586100101470947,0.7875947952270508,0.7537280321121216,0.7853483557701111,0.7250550985336304,0.7221918702125549,0.7408511638641357,0.7275786995887756,0.6465454697608948,0.7657333612442017,0.7379192113876343,0.7364914417266846,0.7164058685302734,0.8481006622314453,0.6716605424880981,0.7464753985404968,0.7650662064552307
0.7609312534332275,0.8296797871589661,0.7290098667144775,0.7676813006401062,0.6945070624351501,0.7075846195220947,0.7954205870628357,0.7638471126556396,0.7695846557617188,0.7366089820861816,0.7533271908760071,0.7442477345466614,0.7063887119293213,0.7611424326896667,0.7975318431854248,0.6694977283477783,0.8260979652404785,0.712835431098938,0.8216044306755066,0.7450640201568604,0.7462703585624695,0.7160225510597229,0.7103890180587769,0.6534841060638428,0.8106682300567627,0.6626849174499512,0.7997274398803711,0.7071868181228638,0.6432276964187622,0.7677888870239258,0.6667866706848145,0.7510887384414673,0.6854944825172424,0.8006816506385803,0.754656970500946,0.753318727016449,0.7672778367996216,0.7403970956802368,0.7647212743759155,0.7734343409538269,0.7355827689170837,0.7933884263038635,0.8029950857162476,0.7259112596511841,0.7680120468139648,0.7824975252151489,0.7532985210418701,0.7904030084609985,0.7269668579101562,0.7352673411369324,0.7345656156539917,0.7309790253639221,0.6237145066261292,0.769057035446167,0.7375848889350891,0.7278770208358765,0.7126113176345825,0.8572792410850525,0.6789360046386719,0.7419066429138184,0.759334921836853
0.7643524408340454,0.8339059948921204,0.7411705255508423,0.7798563241958618,0.7009804248809814,0.7181640863418579,0.798672616481781,0.7644429802894592,0.7713929414749146,0.7431833744049072,0.7620036602020264,0.7616585493087769,0.7208523154258728,0.7525378465652466,0.7955694198608398,0.684251606464386,0.8354703187942505,0.7061952352523804,0.821051836013794,0.7426718473434448,0.7491341829299927,0.7162961959838867,0.7129472494125366,0.6356227993965149,0.8121424913406372,0.6622077226638794,0.7923328876495361,0.7325636148452759,0.6723989844322205,0.775612473487854,0.6730769276618958,0.7521601319313049,0.7029062509536743,0.8045666813850403,0.7436691522598267,0.7415728569030762,0.7673945426940918,0.7661389112472534,0.7687301635742188,0.777221143245697,0.7488359212875366,0.7989155054092407,0.8061802387237549,0.7238259315490723,0.7668238878250122,0.7900692820549011,0.7518210411071777,0.7846698760986328,0.7250367403030396,0.7386363744735718,0.7365986704826355,0.730961799621582,0.6421458721160889,0.7635296583175659,0.7344526052474976,0.7421131134033203,0.7210267186164856,0.8601600527763367,0.6754060387611389,0.7454224228858948,0.7731142044067383
0.7707276344299316,0.8352116346359253,0.7454882860183716,0.7814979553222656,0.7059506177902222,0.7178628444671631,0.7960012555122375,0.7527726888656616,0.7741669416427612,0.7441868782043457,0.7584742307662964,0.7606827020645142,0.7170423269271851,0.7578222751617432,0.803878903388977,0.6806946992874146,0.8201918005943298,0.7125747799873352,0.8210852742195129,0.7465633153915405,0.7409090995788574,0.7217339277267456,0.7120832204818726,0.6389156579971313,0.8133504390716553,0.6710517406463623,0.7926779985427856,0.7400102019309998,0.6728112697601318,0.7730812430381775,0.6794871687889099,0.7484792470932007,0.7053675651550293,0.8062442541122437,0.7481107115745544,0.7586703896522522,0.7684447765350342,0.7387543320655823,0.7675554752349854,0.780906081199646,0.7476717829704285,0.803640604019165,0.8051947951316833,0.7221674919128418,0.7695791125297546,0.7868030667304993,0.751185417175293,0.7910814881324768,0.72227942943573,0.7305688858032227,0.747814416885376,0.7192937135696411,0.651542603969574,0.7652095556259155,0.7310913801193237,0.7395172119140625,0.717097282409668,0.8516514897346497,0.6748259663581848,0.7483135461807251,0.7649461030960083
0.7634011507034302,0.8356411457061768,0.7312363386154175,0.7784712314605713,0.6884095668792725,0.7184653282165527,0.8018748760223389,0.7562324404716492,0.7664244174957275,0.7534083127975464,0.765845537185669,0.7577552199363708,0.7143436670303345,0.7586740255355835,0.7928998470306396,0.6751596927642822,0.8259128332138062,0.718589186668396,0.8311673402786255,0.7489892244338989,0.7449383735656738,0.7177497148513794,0.7190295457839966,0.6454015970230103,0.8067960143089294,0.6511825919151306,0.7928052544593811,0.7344847917556763,0.6756115555763245,0.7666560411453247,0.6604620218276978,0.7479954361915588,0.7030156254768372,0.8080278635025024,0.7353165149688721,0.7563073635101318,0.7679779529571533,0.7344552874565125,0.7669028639793396,0.7811099290847778,0.757181704044342,0.8082783818244934,0.7992644309997559,0.7255008220672607,0.7658252120018005,0.7888981103897095,0.7595863342285156,0.7950844764709473,0.7247793674468994,0.731989324092865,0.7514740228652954,0.7263531684875488,0.6482473611831665,0.7613258957862854,0.7328687310218811,0.7440640926361084,0.7143315076828003,0.8544151186943054,0.6750248670578003,0.7471535205841064,0.773903489112854
0.7638852000236511,0.8416025042533875,0.7484567165374756,0.7817715406417847,0.6993065476417542,0.7180400490760803,0.796482503414154,0.7597086429595947,0.7706730961799622,0.7483563423156738,0.751838207244873,0.7620694637298584,0.712403416633606,0.765992283821106,0.8016512393951416,0.6867015361785889,0.8224634528160095,0.7181894183158875,0.8292580842971802,0.7456536293029785,0.7449217438697815,0.7215971350669861,0.7083728909492493,0.6479793787002563,0.8101531267166138,0.6754481792449951,0.7981104850769043,0.7421692609786987,0.6807483434677124,0.7772054076194763,0.666135311126709,0.7619582414627075,0.7018305063247681,0.8057674765586853,0.7459893822669983,0.751859188079834,0.7691115140914917,0.7286533117294312,0.7699980735778809,0.7886326313018799,0.747295618057251,0.7987760305404663,0.8047196865081787,0.7239737510681152,0.7671339511871338,0.7824810743331909,0.7528518438339233,0.7848565578460693,0.727242648601532,0.7382539510726929,0.7534223198890686,0.7248687744140625,0.6694850921630859,0.7594833374023438,0.7363178730010986,0.7470072507858276,0.7185307741165161,0.8548003435134888,0.6779085397720337,0.7378555536270142,0.7701627016067505
