,site8
42,0.7332929537653947
43,0.749444780940844
44,0.7585301837270341
45,0.8043609933373713
46,0.8124369069250958
47,0.7215828790631941
48,0.7504542701393095
49,0.8402988088027459
50,0.7724611346658592
51,0.7102766000403795
52,0.6424389259034928
53,0.7114879870785382
54,0.6838279830405815
55,0.5954976781748436
56,0.7001817080557239
57,0.7520694528568544
58,0.6138703815869171
59,0.7147183525136281
60,0.66656571774682
61,0.5824752675146376
62,0.6377952755905512
63,0.641025641025641
64,0.7339995962043206
65,0.7422774076317383
66,0.8835049464970726
67,0.6528366646476883
68,0.6731273975368464
69,0.6863517060367454
70,0.6866545527962851
71,0.6438522107813447
72,0.4815263476680799
73,0.6622249141934181
74,0.6865536038764386
75,0.8383807793256612
76,0.857157278417121
77,0.773874419543711
78,0.5989299414496264
79,0.7374318594791035
80,0.7731677771047849
81,0.6874621441550575
82,0.5804562891177064
83,0.6543508984453866
84,0.8186957399555824
85,0.8239450837876034
86,0.7791237633757319
87,0.6151827175449223
88,0.8108217242075509
89,0.6890773268726025
90,0.7239047042196649
91,0.6458711891782759
92,0.7939632545931758
93,0.7913385826771654
94,0.7805370482535837
95,0.7474258025439129
96,0.6632344033918838
97,0.7799313547345043
98,0.6556632344033919
99,0.7262265293761356
100,0.6830203916818091
101,0.7399555824752676
102,0.779325661215425
