,site2
42,0.7291666666666666
43,0.4236111111111111
44,0.4861111111111111
45,0.673611111111111
46,0.9097222222222222
47,0.6041666666666667
48,0.8680555555555556
49,0.9305555555555556
50,0.7916666666666666
51,0.5555555555555556
52,0.5763888888888888
53,0.4305555555555556
54,0.5833333333333333
55,0.6041666666666666
56,0.7152777777777778
57,0.6388888888888888
58,0.5416666666666666
59,0.5069444444444444
60,0.6666666666666666
61,0.5416666666666666
62,0.5902777777777778
63,0.5833333333333333
64,0.5069444444444444
65,0.548611111111111
66,0.5277777777777778
67,0.8194444444444445
68,0.3611111111111111
69,0.4444444444444444
70,0.8402777777777778
71,0.9097222222222222
72,0.6875
73,0.923611111111111
74,0.5
75,0.5138888888888888
76,0.2152777777777778
77,0.7013888888888888
78,0.8055555555555556
79,0.5763888888888888
80,0.4583333333333333
81,0.5763888888888888
82,0.5972222222222222
83,0.4166666666666666
84,0.5416666666666666
85,0.798611111111111
86,0.3472222222222222
87,0.8333333333333334
88,0.4791666666666666
89,0.9444444444444444
90,0.6805555555555556
91,0.5833333333333334
92,0.5972222222222222
93,0.4305555555555556
94,0.6319444444444444
95,0.4930555555555556
96,0.3194444444444445
97,0.2777777777777778
98,0.7916666666666666
99,0.6111111111111112
100,0.8125
101,0.5416666666666667
102,0.4583333333333333
