seed42,seed43,seed44,seed45,seed46,seed47,seed48,seed49,seed50,seed51,seed52,seed53,seed54,seed55,seed56,seed57,seed58,seed59,seed60,seed61,seed62,seed63,seed64,seed65,seed66,seed67,seed68,seed69,seed70,seed71,seed72,seed73,seed74,seed75,seed76,seed77,seed78,seed79,seed80,seed81,seed82,seed83,seed84,seed85,seed86,seed87,seed88,seed89,seed90,seed91,seed92,seed93,seed94,seed95,seed96,seed97,seed98,seed1,seed2,seed3,seed4,seed5
0.1580703854560852,0.2393810749053955,0.2524271607398987,0.2208737730979919,0.2254247516393661,0.1592839956283569,0.4044296145439148,0.260012149810791,0.3082524240016937,0.5388349294662476,0.1043689399957656,0.1838592439889907,0.2399878501892089,0.2584951519966125,0.2991504967212677,0.3252427279949188,0.2763956189155578,0.2581917345523834,0.2657766938209533,0.2320995181798935,0.3470873534679413,0.2921723127365112,0.2503033876419067,0.151699036359787,0.3401092290878296,0.2254247516393661,0.1990291327238083,0.3634708821773529,0.2512135803699493,0.3173543810844421,0.3464805781841278,0.1935679465532302,0.1686893105506897,0.3777305781841278,0.3473907709121704,0.2939926981925964,0.2688106894493103,0.2709344625473022,0.3935072720050812,0.2205703854560852,0.1962985396385193,0.3786407709121704,0.2572815418243408,0.2945995330810547,0.3543689250946045,0.1990291178226471,0.2806432247161865,0.2955096960067749,0.4101941883563995,0.3219053149223327,0.2281553596258163,0.206614077091217,0.2439320385456085,0.2360436916351318,0.1811286360025406,0.1868931949138641,0.32645630836486816,0.2666868865489959,0.1811286360025406,0.2900485396385193,0.2785193920135498,0.2460558265447616
0.1435072869062423,0.2290655374526977,0.1762742549180984,0.2145024240016937,0.1677791327238083,0.1444174796342849,0.3061286509037018,0.245145633816719,0.218446597456932,0.3834951519966125,0.1058859080076217,0.1856796145439148,0.2369538843631744,0.272148072719574,0.1513956189155578,0.285800963640213,0.2424150705337524,0.2466626316308975,0.2366504818201065,0.2148058116436004,0.3807645440101623,0.2521237730979919,0.2308859229087829,0.1562500149011612,0.279126226902008,0.2390776574611663,0.2151092439889907,0.3607403039932251,0.214199036359787,0.3219053447246551,0.339199036359787,0.2163228094577789,0.1635315418243408,0.3413228392601013,0.333737850189209,0.2933859229087829,0.2587985396385193,0.2530339658260345,0.307949036359787,0.2050970792770385,0.2081310749053955,0.2145024240016937,0.2666868865489959,0.2669902741909027,0.3358616828918457,0.1699029058218002,0.3064320385456085,0.2484830021858215,0.2078276574611663,0.2302791476249694,0.1975121349096298,0.1219660192728042,0.2302791327238083,0.2487864047288894,0.1507888287305832,0.2084344625473022,0.3000606894493103,0.2236043661832809,0.1941747665405273,0.2578883469104767,0.2157160341739654,0.2366504967212677
0.1319781690835952,0.2672936916351318,0.21116504073143,0.2132888436317443,0.1750606745481491,0.1853762120008468,0.339199036359787,0.2700242698192596,0.2175364196300506,0.3492111563682556,0.0992111563682556,0.1938713639974594,0.2184466123580932,0.2791261970996856,0.1662621349096298,0.3012742400169372,0.2697208821773529,0.2223907709121704,0.2572815418243408,0.246966004371643,0.3698422312736511,0.2663834989070892,0.2305825054645538,0.137439340353012,0.2754854261875152,0.1999393254518509,0.202063113451004,0.322512149810791,0.1905339807271957,0.3555825352668762,0.3443568050861358,0.3109830021858215,0.1662621349096298,0.2955097258090973,0.3525485396385193,0.2952063381671905,0.21875,0.2648665010929107,0.3194781541824341,0.2387742698192596,0.1969053447246551,0.1814320385456085,0.2448422163724899,0.2703276574611664,0.3349514603614807,0.1614077687263488,0.3037014603614807,0.2308859229087829,0.21875,0.2366504967212677,0.1996359229087829,0.1647451221942901,0.2233009785413742,0.2384708970785141,0.163228154182434,0.2284587174654007,0.3027912676334381,0.2069174796342849,0.1759708672761917,0.2196602076292038,0.2057038843631744,0.2160194218158722
0.1168082505464553,0.2703276574611664,0.2248179614543914,0.2163228094577789,0.17991504073143,0.1959951519966125,0.2818568050861358,0.2773058414459228,0.2239077687263488,0.3343446552753448,0.0955704003572464,0.1917475759983062,0.2320995032787323,0.2484830021858215,0.1723300963640213,0.3152305781841278,0.2281553447246551,0.2120752483606338,0.2715412676334381,0.2266383618116378,0.3261529207229614,0.271237850189209,0.1868931949138641,0.1325849443674087,0.3009708821773529,0.2293689250946045,0.182949036359787,0.334648072719574,0.230582520365715,0.3601334691047668,0.3379854559898376,0.5564320087432861,0.1744538843631744,0.3091626167297363,0.3483009934425354,0.3495145440101623,0.2114684432744979,0.2624393105506897,0.331614077091217,0.2145024240016937,0.1717233061790466,0.1868932247161865,0.3052184581756592,0.333737850189209,0.3143203854560852,0.1529126167297363,0.2751820683479309,0.221177190542221,0.2129854261875152,0.2336165010929107,0.185376226902008,0.134101927280426,0.2266383618116378,0.2205703854560852,0.1541262120008468,0.2151092141866684,0.30582523345947266,0.2357402890920639,0.1750606894493103,0.2575849592685699,0.2299757301807403,0.2320995330810547
0.0989077687263488,0.3067354559898376,0.2888349294662475,0.182949036359787,0.1677791178226471,0.2415048629045486,0.4023058116436004,0.2733616232872009,0.1896237879991531,0.3052184581756592,0.093446597456932,0.1999393254518509,0.2302791178226471,0.2672936916351318,0.1611043810844421,0.3264563083648681,0.3027912676334381,0.1962985396385193,0.2163228243589401,0.2572815418243408,0.3525485694408417,0.2424150556325912,0.2521238029003143,0.1086165010929107,0.2666869163513183,0.2202669978141784,0.3043082654476166,0.2633495330810547,0.2248179465532302,0.4802791178226471,0.3246359229087829,0.637135922908783,0.1999393105506897,0.2597087621688843,0.4068567752838135,0.5558252334594727,0.2251213639974594,0.2521237730979919,0.3009708821773529,0.2199635803699493,0.1501820385456085,0.1735436916351318,0.2466626316308975,0.4341626167297363,0.3294902741909027,0.1453276723623275,0.2694174647331238,0.2138956487178802,0.2806432247161865,0.2421116530895233,0.2314927130937576,0.1501820385456085,0.2190534025430679,0.3476941883563995,0.1647451370954513,0.2035800814628601,0.2770024240016937,0.2038835138082504,0.1732402890920639,0.3310073018074035,0.2078276723623275,0.2181431949138641
0.686286449432373,0.6732403039932251,0.7654733061790466,0.6459344625473022,0.6735436916351318,0.8331310749053955,0.6541261672973633,0.6143810749053955,0.6086164712905884,0.4323422610759735,0.8753033876419067,0.6614077687263489,0.6183252334594727,0.6025485992431641,0.7445387840270996,0.5006067752838135,0.6447209119796753,0.5873786211013794,0.5276092290878296,0.6808252334594727,0.3106796145439148,0.5194175243377686,0.65625,0.5230582356452942,0.6759709119796753,0.6902306079864502,0.6201456785202026,0.4915048778057098,0.5879853963851929,0.5722087621688843,0.5752426981925964,0.740898072719574,0.6841626167297363,0.4584344625473022,0.8231189250946045,0.6568567752838135,0.5069781541824341,0.6747572422027588,0.5154733061790466,0.6292475461959839,0.633191704750061,0.6705096960067749,0.5597693920135498,0.5870752334594727,0.415351927280426,0.616808295249939,0.6243932247161865,0.4778519570827484,0.5166868567466736,0.6231796145439148,0.6738470792770386,0.7545509338378906,0.4590412378311157,0.6413834095001221,0.482402890920639,0.5533980131149292,0.5530946254730225,0.6098301410675049,0.6316747665405273,0.6061893701553345,0.7506067752838135,0.6237863898277283
0.6875,0.6996358633041382,0.7842839956283569,0.6598907709121704,0.6753640174865723,0.8261529207229614,0.6604975461959839,0.6110436916351318,0.6210557818412781,0.4748179614543915,0.8819781541824341,0.6747572422027588,0.6611043214797974,0.5895024538040161,0.7727549076080322,0.563713550567627,0.6486650705337524,0.6198422312736511,0.5643203854560852,0.6969053149223328,0.3349514603614807,0.5794903039932251,0.6853762269020081,0.6007281541824341,0.7293689250946045,0.7060072422027588,0.6177184581756592,0.5018203854560852,0.5970873832702637,0.5934466123580933,0.5722087621688843,0.7733616828918457,0.6771844625473022,0.4532766938209533,0.824332594871521,0.6911407709121704,0.5127427577972412,0.6853761672973633,0.5233616828918457,0.6535193920135498,0.606796145439148,0.6947815418243408,0.5585558414459229,0.5688713788986206,0.4135315716266632,0.6201456189155579,0.6486650109291077,0.4884709119796753,0.549453854560852,0.6526092290878296,0.7220873832702637,0.7448422908782959,0.512135922908783,0.6978155374526978,0.5600727796554565,0.5661407709121704,0.5691747665405273,0.6526092290878296,0.6623179912567139,0.6122572422027588,0.7542475461959839,0.675364077091217
0.6981189250946045,0.7120752334594727,0.7976334691047668,0.688410222530365,0.6917475461959839,0.8310072422027588,0.5901092290878296,0.6295509934425354,0.6219660043716431,0.483313113451004,0.8819781541824341,0.6938713788986206,0.6550363898277283,0.6328883171081543,0.7967233061790466,0.5406553149223328,0.6520024538040161,0.6538227796554565,0.5888956189155579,0.6953883171081543,0.3716625869274139,0.5712984800338745,0.6847693920135498,0.6796116828918457,0.7090412378311157,0.7069174647331238,0.6271237134933472,0.5048543214797974,0.6040655374526978,0.6171116232872009,0.6146844625473022,0.7845873832702637,0.6777912378311157,0.477851927280426,0.8234223127365112,0.7114684581756592,0.5081917643547058,0.6929611563682556,0.5631067752838135,0.6559466123580933,0.6295509934425354,0.6902305483818054,0.5370146036148071,0.5688713788986206,0.4308252334594726,0.6116504669189453,0.6705096960067749,0.5397451519966125,0.5345873832702637,0.6489683985710144,0.7345266342163086,0.7548543810844421,0.5109223127365112,0.6705096960067749,0.6729369163513184,0.5373179912567139,0.5318567752838135,0.6771844625473022,0.6686893701553345,0.6325849294662476,0.7776092290878296,0.6553398370742798
0.7011529207229614,0.7148058414459229,0.8061286211013794,0.6865898370742798,0.6932646036148071,0.8385922908782959,0.6529126167297363,0.6119539141654968,0.635012149810791,0.4918082654476166,0.8725727796554565,0.7229975461959839,0.7148058414459229,0.6171116828918457,0.7782160043716431,0.6146844625473022,0.6422936916351318,0.6677791476249695,0.5867718458175659,0.7029733657836914,0.3856189250946045,0.6280339956283569,0.6871966123580933,0.6750606298446655,0.7278519868850708,0.6935679912567139,0.624089777469635,0.5051577687263489,0.616808295249939,0.6301577091217041,0.6174150705337524,0.78125,0.6899271607398987,0.4796723425388336,0.8149272203445435,0.7214805483818054,0.5084950923919678,0.6920509338378906,0.5075849294662476,0.6592839956283569,0.6313713788986206,0.6814320683479309,0.5885922312736511,0.5585557818412781,0.5664441585540771,0.6344053745269775,0.6732403039932251,0.5485436916351318,0.5843446254730225,0.6356189250946045,0.7551577091217041,0.7542475461959839,0.5479369163513184,0.6765776872634888,0.6689926981925964,0.5946601629257202,0.5643203854560852,0.6753641366958618,0.6768810749053955,0.6240898370742798,0.7858009338378906,0.6383495330810547
0.6987257599830627,0.7190533876419067,0.7803398370742798,0.7254247665405273,0.7026698589324951,0.8404126167297363,0.6146844625473022,0.6204490661621094,0.6216626167297363,0.5103155374526978,0.8834951519966125,0.6871966123580933,0.7038834095001221,0.6322815418243408,0.7930824756622314,0.637135922908783,0.6595873832702637,0.6902306079864502,0.6155946254730225,0.7026698589324951,0.3701456487178802,0.6186286807060242,0.6838592290878296,0.6586772203445435,0.7606189250946045,0.7017596960067749,0.6407767534255981,0.5185073018074036,0.6368324756622314,0.613774299621582,0.6280339956283569,0.7763956189155579,0.679308295249939,0.4863470792770386,0.8291869163513184,0.7114684581756592,0.5279126167297363,0.7014563083648682,0.5467232465744019,0.6468446254730225,0.6307645440101624,0.6878033876419067,0.5646238327026367,0.5700849294662476,0.4896844327449798,0.6541261672973633,0.6947816014289856,0.5634101629257202,0.573725700378418,0.675364077091217,0.7654733657836914,0.7694175243377686,0.5376213788986206,0.7002426981925964,0.6744539141654968,0.5767596960067749,0.5952669978141785,0.6811286211013794,0.6799150109291077,0.6334950923919678,0.7645631432533264,0.6838592290878296
