,site10_(1-4/0),site10_(1-4/5-4),site10_(1-3/5-4),site10_(1-3/0),site10_(1-2/5-4)
42,0.7424729611224788,0.742619117217188,0.7046185325928092,0.7087109032446653,
43,0.76805027769658,0.7679041216018707,0.6924875767319497,0.6959953230049694,
44,0.6211634025138848,0.6218941829874306,0.5881321251096171,0.6049400760011692,
45,0.7448114586378253,0.7451037708272436,0.6911721718795674,0.689856767027185,
46,0.7204033908213973,0.7202572347266881,0.6958491669102602,0.6993569131832797,
47,0.74057293189126,0.7405729318912601,0.6360713241742181,0.6264250219234142,
48,0.7445922244957615,0.7442999123063432,0.7564308681672026,0.7697310727857352,
49,0.7586232095878398,0.7587693656825489,0.6922683425898861,0.699137679041216,
50,0.7269073370359544,0.727491961414791,0.6015054077755043,0.5893744519146449,
51,0.7363344051446945,0.7364805612394036,0.7126571178018124,0.7126571178018124,
52,0.7184302835428237,0.7179918152586963,0.7106840105232388,0.703083893598363,
53,0.6539023677287343,0.6539023677287343,0.5796550716164864,0.5648933060508623,
54,0.6823297281496638,0.6827681964337913,0.670637240572932,0.661867874890383,
55,0.7087839812920199,0.7096609178602747,0.5950745396083017,0.604136217480269,
56,0.7660040923706518,0.7657117801812335,0.7180648933060508,0.6945337620578778,
57,0.6151710026308098,0.6154633148202281,0.6110786319789535,0.6116632563577902,
58,0.6914644840689856,0.6914644840689856,0.5716164864074832,0.5803858520900321,
59,0.7645425314235603,0.7645425314235603,0.7255188541362175,0.7299035369774919,
60,0.646229172756504,0.644329143525285,0.6156825489622917,0.6263519438760596,
61,0.6714410990938322,0.6717334112832505,0.578193510669395,0.5919321835720549,
62,0.7190149079216603,0.7191610640163695,0.648275358082432,0.6621601870798013,
63,0.593978368897983,0.594855305466238,0.5019000292312189,0.5046769950306929,
64,0.7825197310727857,0.7823735749780766,0.7141186787489039,0.7208418591055247,
65,0.778865828705057,0.778865828705057,0.6859105524700381,0.6916106401636949,
66,0.6476907337035953,0.6476907337035953,0.6104209295527624,0.5925898859982461,
67,0.6570447237649809,0.6568985676702719,0.565112540192926,0.5575124232680503,
68,0.7074685764396376,0.7086378251973108,0.6637679041216018,0.6637679041216018,
69,0.7320958783981292,0.7325343466822566,0.5838935983630518,0.5875475007307805,
70,0.6856913183279743,0.6852528500438468,0.7214995615317159,0.7236919029523531,
71,0.7666617947968429,0.7666617947968429,0.7124378836597486,0.7305612394036831,
72,0.7079801227711195,0.708418591055247,0.6845951476176557,0.6845951476176557,
73,0.6796258403975446,0.6796258403975446,0.6315404852382345,0.6218941829874306,
74,0.7599386144402221,0.7599386144402221,0.7233995907629348,0.7136071324174218,
75,0.7214264834843613,0.7209880152002338,0.6851797719964923,0.6857643963753288,
76,0.6729757380882782,0.6738526746565331,0.6048669979538146,0.6232826658871675,
77,0.6719526454253143,0.6719526454253143,0.6593832212803274,0.659967845659164,
78,0.7225957322420344,0.7225957322420344,0.727857351651564,0.7331189710610934,
79,0.6821835720549547,0.6818912598655364,0.6450599239988307,0.6513446360713242,
80,0.8064893306050862,0.8057585501315405,0.6860567085647471,0.6860567085647471,
81,0.7326805027769658,0.7322420344928383,0.7316574101140018,0.724934229757381,
82,0.7250073078047353,0.7248611517100262,0.6722449576147326,0.6722449576147326,
83,0.6969453376205788,0.6969453376205789,0.6871528792750657,0.6924144986845951,
84,0.6626717334112833,0.6628178895059923,0.641917567962584,0.6376790412160186,
85,0.6725372698041509,0.6725372698041509,0.5854282373574978,0.6066208710903245,
86,0.7771850336159019,0.777331189710611,0.7320228003507746,0.7368459514761766,
87,0.7817889505992399,0.7816427945045309,0.762204033908214,0.7491961414790996,
88,0.7293919906460099,0.7282227418883368,0.6583601286173634,0.6604063139432914,
89,0.6976761180941244,0.6976761180941244,0.6941683718211049,0.6852528500438467,
90,0.7557000876936568,0.755846243788366,0.7413767904121602,0.7630078924291143,
91,0.7296843028354283,0.729538146740719,0.7339228295819936,0.724714995615317,
92,0.6927798889213681,0.6920491084478223,0.7354574685764398,0.737795966091786,
93,0.7325343466822566,0.7316574101140018,0.6835720549546918,0.7014030985092078,
94,0.6009207833966677,0.6010669394913768,0.5800204618532593,0.5725665010230927,
95,0.7698772288804443,0.769584916691026,0.7223764980999707,0.7223764980999707,
96,0.7554077755042385,0.7554077755042385,0.7358228588132125,0.7400613855597779,
97,0.792604501607717,0.792458345513008,0.7547500730780473,0.7677579655071617,
98,0.6675679625840397,0.6677141186787489,0.5114732534346682,0.5116194095293773,
99,0.7595732242034493,0.7595732242034493,0.6935106693949138,0.6954106986261327,
100,0.6520023384975154,0.6512715580239696,0.6351943876059631,0.6351943876059631,
101,0.7038877521192634,0.7041800643086816,0.6721718795673779,0.6626717334112833,
102,0.6967991815258696,0.6969453376205789,0.6446214557147033,0.6387752119263373,
