,site12_(1-4/0),site12_(1-4/5-4),site12_(1-3/5-4),site12_(1-3/0),site12_(1-2/5-4)
42,0.96,0.96,0.92,0.92,
43,0.06,0.06,0.12,0.0799999999999999,
44,0.14,0.14,0.12,0.12,
45,0.48,0.48,0.36,0.38,
46,0.98,0.98,1.0,0.98,
47,0.0799999999999999,0.0799999999999999,0.18,0.18,
48,0.14,0.14,0.18,0.2199999999999999,
49,0.4399999999999999,0.4399999999999999,0.06,0.06,
50,0.4,0.4,0.0999999999999999,0.0999999999999999,
51,0.96,0.96,0.94,0.94,
52,0.98,0.98,1.0,1.0,
53,0.92,0.92,0.74,0.6599999999999999,
54,0.96,0.96,0.96,0.94,
55,0.5,0.5,0.04,0.06,
56,0.56,0.56,0.18,0.18,
57,0.14,0.14,0.04,0.06,
58,0.98,0.98,0.96,0.96,
59,0.94,0.94,0.94,0.92,
60,0.04,0.02,0.02,0.02,
61,0.76,0.76,0.0999999999999999,0.12,
62,0.0799999999999999,0.0799999999999999,0.06,0.06,
63,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,
64,0.94,0.94,0.92,0.94,
65,0.04,0.04,0.0799999999999999,0.0799999999999999,
66,0.5800000000000001,0.5800000000000001,0.0,0.0,
67,0.54,0.54,0.3,0.28,
68,0.42,0.42,0.3,0.3,
69,0.18,0.18,0.0999999999999999,0.0999999999999999,
70,0.4,0.4,0.14,0.14,
71,0.92,0.92,0.92,0.92,
72,0.16,0.16,0.0799999999999999,0.0799999999999999,
73,0.2199999999999999,0.2199999999999999,0.18,0.18,
74,0.94,0.94,0.96,0.94,
75,0.0799999999999999,0.06,0.12,0.12,
76,0.16,0.16,0.02,0.0,
77,0.12,0.12,0.0799999999999999,0.06,
78,0.94,0.94,0.96,0.96,
79,0.98,0.98,0.98,0.96,
80,0.98,0.98,0.8200000000000001,0.8200000000000001,
81,0.0999999999999999,0.0999999999999999,0.02,0.0,
82,0.04,0.04,0.0999999999999999,0.0999999999999999,
83,0.0799999999999999,0.0799999999999999,0.12,0.12,
84,0.3199999999999999,0.3199999999999999,0.48,0.6599999999999999,
85,0.26,0.26,0.52,0.36,
86,0.0999999999999999,0.0999999999999999,0.12,0.12,
87,0.6599999999999999,0.6599999999999999,0.5,0.4599999999999999,
88,0.56,0.56,0.28,0.3,
89,0.9,0.9,0.16,0.16,
90,0.02,0.02,0.0999999999999999,0.0999999999999999,
91,0.96,0.96,0.96,0.96,
92,0.0799999999999999,0.0799999999999999,0.04,0.04,
93,0.94,0.94,0.96,0.96,
94,0.86,0.86,0.98,0.96,
95,0.1999999999999999,0.1999999999999999,0.18,0.18,
96,0.9,0.9,0.92,0.92,
97,0.98,0.98,0.86,0.88,
98,0.56,0.56,0.24,0.24,
99,0.6799999999999999,0.6799999999999999,0.6,0.6,
100,0.12,0.12,0.02,0.02,
101,0.18,0.18,0.02,0.02,
102,0.56,0.56,0.38,0.4399999999999999,
