,site2,site3,site6,site8,site9,site10,site11,site12,std,weighted average
"(0.001,0.0005)",0.6610883424408013,0.7600365767671424,0.7208280790248004,0.712704338817673,0.7540301202605734,0.7357785327844892,0.7318916405069179,0.6232786885245901,0.047170490027050004,0.736685102845193
"(0.0001,0.0005)",0.6433287795992715,0.7558624735589636,0.7076923076923077,0.7196152025763488,0.7371327485656393,0.6997354814285919,0.6861295198232766,0.7095081967213115,0.033811839600413486,0.7260996989639238
"(0.001,0)",0.6801001821493625,0.7605347561916094,0.7006935687263556,0.7227231053873626,0.7777882763001107,0.747824430590231,0.7465643529822114,0.7134426229508196,0.03267249984846009,0.7461448906270478
"(0.0001,0)",0.651183970856102,0.7589235055305836,0.7211223203026481,0.7110891561001279,0.7531403704928532,0.7340953416937814,0.7254505290082549,0.6173770491803277,0.049612613737350646,0.7348092026569895
