,site2,site3,site6,site8,site9,site10,site11,site12,std,weighted average
"(0.001,0.0005)",0.6523224043715845,0.7612054220650447,0.7264186633039091,0.719817100416042,0.7568489735069789,0.7136550524484738,0.7184048366469015,0.662295081967213,0.03918702579819354,0.7356432708497301
"(0.0001,0.0005)",0.5585154826958106,0.7144815628855984,0.6783522488440521,0.6718531242863243,0.7141619817010756,0.6427669505129838,0.612742704336705,0.7068852459016393,0.05523692130290793,0.6824886395685322
"(0.001,0)",0.6574453551912569,0.7623102304777015,0.7272803699033208,0.7216408005745815,0.7643344199303949,0.7285354200909523,0.7376351587024765,0.6672131147540983,0.03944194951554638,0.7412136741495545
"(0.0001,0)",0.6543715846994536,0.7574468700423057,0.7244220260613704,0.7199594218440223,0.7514107389384944,0.7011203703259999,0.6949424485524938,0.7147540983606557,0.03275745227008007,0.7313219032212465
