,site2,site3,site6,site8
Federated Learning (average),0.5650045537340618,0.754618229992949,0.7371794871794872,0.7184584272489267
Localized Learning,0.48292349726775946,0.739860482218403,0.662568306010929,0.666489592331854
Transfer Learning (average),0.5260701275045536,0.7474791501410188,0.7241698192517865,0.6913826030258198
Centralized Learning,0.5829918032786885,0.7544626134761149,0.735771332492644,0.7097917142450508
