,site2,site3,site6,site8,site9,site10,site11,site12,std,weighted average
"(0.001,0.0005)",0.6403688524590165,0.6583157059756742,0.6238965952080707,0.5782569265853117,0.5953817000257214,0.6799397166009364,0.6368794326241135,0.3455737704918032,0.10580612089924105,0.6266369677686731
"(0.0001,0.0005)",0.5525956284153006,0.7489760984047242,0.7045397225725095,0.6807515233357496,0.6888815399232558,0.7212252193539423,0.7064294849436114,0.5750819672131148,0.07030949943334552,0.7078804390170612
"(0.001,0)",0.6741803278688523,0.6528718821611142,0.6153425809163513,0.5811314884504506,0.5920904132743318,0.6763205562557204,0.6257876991047552,0.3344262295081968,0.11063789432494861,0.6237838035041923
"(0.0001,0)",0.5941484517304189,0.7017829796844703,0.6510928961748635,0.6254348250604864,0.6120271071846638,0.6931848131837589,0.6729682595047087,0.379344262295082,0.10308169108827095,0.6574683694917856
