,site2
42,0.6855828220858896
43,0.7277607361963191
44,0.5828220858895705
45,0.6855828220858896
46,0.7829754601226994
47,0.9033742331288344
48,0.8911042944785277
49,0.8565950920245399
50,0.7208588957055214
51,0.7085889570552147
52,0.7101226993865031
53,0.50920245398773
54,0.5705521472392638
55,0.7093558282208589
56,0.50920245398773
57,0.5153374233128835
58,0.7914110429447853
59,0.5368098159509201
60,0.678680981595092
61,0.7829754601226995
62,0.6050613496932515
63,0.8297546012269937
64,0.683282208588957
65,0.4616564417177914
66,0.7776073619631901
67,0.7346625766871165
68,0.8021472392638037
69,0.7208588957055215
70,0.8075153374233128
71,0.6119631901840491
72,0.6595092024539877
73,0.7162576687116564
74,0.4946319018404908
75,0.8972392638036809
76,0.8826687116564417
77,0.553680981595092
78,0.7200920245398773
79,0.629601226993865
80,0.6012269938650306
81,0.7392638036809817
82,0.5061349693251533
83,0.7415644171779141
84,0.607361963190184
85,0.6549079754601228
86,0.6349693251533742
87,0.4256134969325154
88,0.919478527607362
89,0.8305214723926381
90,0.8282208588957055
91,0.665644171779141
92,0.5107361963190183
93,0.9049079754601228
94,0.7760736196319018
95,0.6901840490797546
96,0.7331288343558282
97,0.661042944785276
98,0.7223926380368099
99,0.6733128834355828
100,0.786042944785276
101,0.7737730061349694
102,0.6380368098159509
