,site8
42,0.7187542778918549
43,0.5563997262149213
44,0.6750171115674196
45,0.5765229295003422
46,0.7344969199178645
47,0.6536618754277892
48,0.6056125941136208
49,0.6763175906913073
50,0.6330595482546201
51,0.6924024640657084
52,0.6563997262149213
53,0.7477754962354551
54,0.7234770704996577
55,0.7071184120465435
56,0.6976043805612593
57,0.7257357973990418
58,0.4916495550992471
59,0.6277207392197125
60,0.6674880219028062
61,0.661533196440794
62,0.6388774811772758
63,0.6752908966461327
64,0.6548939082819986
65,0.6691307323750856
66,0.6664613278576318
67,0.6620123203285422
68,0.6969883641341548
69,0.7274469541409992
70,0.6827515400410678
71,0.7571526351813826
72,0.7492813141683778
73,0.673990417522245
74,0.5694045174537988
75,0.7917864476386037
76,0.6659822039698837
77,0.6598904859685147
78,0.6191649555099246
79,0.6783709787816563
80,0.6447638603696099
81,0.6676249144421629
82,0.6370978781656399
83,0.6397672826830936
84,0.562217659137577
85,0.6859000684462696
86,0.7158795345653662
87,0.6767967145790554
88,0.6724845995893224
89,0.7701574264202601
90,0.6104722792607803
91,0.5128678986995209
92,0.790965092402464
93,0.6209445585215605
94,0.5965092402464065
95,0.6621492128678986
96,0.5104722792607803
97,0.6865845311430527
98,0.4766598220396989
99,0.6334702258726899
100,0.6832306639288159
101,0.7114989733059549
102,0.762012320328542
