,site3
42,0.7953790997211526
43,0.8169399814101714
44,0.8100019917673615
45,0.8236787943168238
46,0.7705981941309256
47,0.8123589164785554
48,0.8289237817022971
49,0.7669632186960561
50,0.7736190412959767
51,0.8242265303412561
52,0.8230646660470058
53,0.7843745850484665
54,0.7712953127074758
55,0.8286748107821007
56,0.8128236621962555
57,0.7615356526357722
58,0.8205085645996548
59,0.7802914619572434
60,0.7955616783959634
61,0.7661831098127739
62,0.7751294648785022
63,0.8139855264905059
64,0.8067653698048068
65,0.7811379630859117
66,0.7529710529810119
67,0.7694529278980216
68,0.8396959235161334
69,0.7760921524365954
70,0.7760423582525562
71,0.7627473111140619
72,0.7734696587438588
73,0.7796939317487717
74,0.7896361704952861
75,0.7592285221086176
76,0.6987119904395167
77,0.8094542557429292
78,0.8010390386402868
79,0.7909474173416544
80,0.7040233700703757
81,0.7562408710662595
82,0.7355762846899481
83,0.7656519718496879
84,0.7733866684371264
85,0.7290200504581066
86,0.7591123356791927
87,0.8445923516133316
88,0.7494688620369141
89,0.7579006772009029
90,0.8302682246713583
91,0.7016498472978356
92,0.7735194529278979
93,0.8105165316691012
94,0.7337670960031868
95,0.7649714513344841
96,0.7168370734298235
97,0.7803412561412827
98,0.7287544814765635
99,0.8020515203824192
100,0.8374385871730181
101,0.8378203425839862
102,0.7882917275262249
