,site6
42,0.7425799086757991
43,0.7539954337899544
44,0.545662100456621
45,0.6840753424657534
46,0.6398401826484019
47,0.6529680365296804
48,0.7237442922374429
49,0.5907534246575342
50,0.7639840182648403
51,0.5747716894977168
52,0.4985730593607306
53,0.6957762557077626
54,0.6869292237442922
55,0.5
56,0.6992009132420092
57,0.5702054794520548
58,0.7676940639269407
59,0.4597602739726028
60,0.6655251141552513
61,0.4372146118721461
62,0.6187214611872146
63,0.670662100456621
64,0.6361301369863014
65,0.5111301369863013
66,0.6980593607305936
67,0.7171803652968036
68,0.5679223744292238
69,0.839041095890411
70,0.6795091324200914
71,0.776255707762557
72,0.4748858447488585
73,0.6552511415525114
74,0.4492009132420091
75,0.593607305936073
76,0.5342465753424657
77,0.8404680365296804
78,0.6281392694063928
79,0.7228881278538813
80,0.8687214611872146
81,0.6843607305936072
82,0.7585616438356164
83,0.6475456621004566
84,0.7157534246575342
85,0.511986301369863
86,0.2942351598173516
87,0.5582191780821918
88,0.6698059360730594
89,0.632420091324201
90,0.726027397260274
91,0.4797374429223744
92,0.6021689497716894
93,0.5613584474885844
94,0.7340182648401826
95,0.5268264840182648
96,0.690068493150685
97,0.5028538812785388
98,0.4657534246575342
99,0.875
100,0.6638127853881278
101,0.7431506849315068
102,0.7334474885844748
