,site9
42,0.7618281084269645
43,0.7680462542352695
44,0.7499210906077889
45,0.7654802388789813
46,0.7646638313880867
47,0.755317972474271
48,0.7531029229867185
49,0.7621103380572316
50,0.7643573829861955
51,0.7567938098216356
52,0.7613016120115965
53,0.7632620787235139
54,0.7680435244654666
55,0.7574987728732492
56,0.7684326277576707
57,0.7710130855007071
58,0.7626872241186716
59,0.7538941118484452
60,0.7524529203585216
61,0.7604391793321638
62,0.745121663300797
63,0.764546863926181
64,0.7548182024097647
65,0.7614666996016567
66,0.7538297876797744
67,0.7546142632122763
68,0.7613129437304297
69,0.7572482053985451
70,0.7643766342116082
71,0.7661387164901712
72,0.758613629905682
73,0.7653940289396228
74,0.7582653303237303
75,0.755877622896141
76,0.7700034039594612
77,0.7529872251851863
78,0.7713548304609807
79,0.7659655189444755
80,0.7652038338156772
81,0.7594070565438169
82,0.7714159804787178
83,0.7665549270313486
84,0.7584732848221497
85,0.7630422529006025
86,0.7700985173921886
87,0.7599320928497553
88,0.754591790223666
89,0.7597033952749843
90,0.7651320345215578
91,0.7608282350121036
92,0.7439915386023731
93,0.758340383122557
94,0.7658879109541472
95,0.7539731958189575
96,0.754008825663188
97,0.7565505270233244
98,0.7608850205723071
99,0.7560334419654748
100,0.7576402130388534
101,0.7567657979396458
102,0.7651419854847348
