,site2,site3,site6,site8
42,0.2638888888888888,0.8130460349462365,0.667948717948718,0.6469816272965879
43,0.2569444444444445,0.710055443548387,0.7294871794871794,0.706541490006057
44,0.0555555555555555,0.795845934139785,0.6589743589743591,0.8155663234403392
45,0.5208333333333334,0.7741305443548386,0.8307692307692307,0.7951746416313346
46,0.8680555555555556,0.812436995967742,0.7782051282051282,0.7464163133454472
47,0.9652777777777778,0.7230132728494624,0.6794871794871794,0.7175449222693318
48,0.4027777777777778,0.7157048051075269,0.6564102564102564,0.8196042802342015
49,0.4791666666666667,0.7436995967741936,0.6833333333333333,0.672319806178074
50,0.673611111111111,0.7955729166666667,0.7897435897435897,0.6608116293155664
51,0.4583333333333333,0.7596816196236558,0.85,0.6011508176862507
52,0.9166666666666669,0.7870673723118279,0.7012820512820513,0.6943266707046235
53,0.6597222222222223,0.746177755376344,0.7,0.6517262265293762
54,0.951388888888889,0.8210055443548387,0.7205128205128205,0.6517262265293762
55,0.8194444444444444,0.7434685819892473,0.7012820512820512,0.6563698768423178
56,0.4236111111111111,0.7698882728494624,0.7628205128205128,0.772965879265092
57,0.951388888888889,0.740213373655914,0.5858974358974359,0.7007874015748031
58,0.5347222222222223,0.7521841397849462,0.6884615384615385,0.6986674742580254
59,0.6736111111111112,0.7411164314516129,0.6192307692307693,0.7353119321623259
60,0.5972222222222222,0.6979796706989247,0.6820512820512821,0.64193418130426
61,0.6944444444444444,0.7555443548387096,0.903846153846154,0.6711084191399151
62,0.8333333333333334,0.7480678763440861,0.8153846153846154,0.6921057944679991
63,0.5625,0.7346690188172044,0.8358974358974359,0.6446598021401171
64,0.7708333333333334,0.7691322244623656,0.8217948717948718,0.6810014132848778
65,0.986111111111111,0.786122311827957,0.7551282051282051,0.7113870381586918
66,0.6458333333333334,0.732400873655914,0.8192307692307692,0.7657985059559863
67,0.986111111111111,0.7576444892473119,0.7474358974358974,0.6810014132848778
68,0.5555555555555556,0.744161626344086,0.6897435897435897,0.6375933777508581
69,0.3472222222222222,0.7456527217741935,0.7525641025641026,0.6553603876438522
70,0.7013888888888888,0.7414944556451613,0.6564102564102564,0.8382798304058147
71,0.5069444444444444,0.7349840389784946,0.7198717948717949,0.7577225923682618
72,0.6458333333333333,0.6741851478494624,0.5307692307692309,0.740561275994347
73,0.5138888888888888,0.7017809139784945,0.7166666666666667,0.6634363012315768
74,0.8125,0.7865213373655915,0.676923076923077,0.6696951342620634
75,0.6180555555555556,0.729481686827957,0.767948717948718,0.7279426610135272
76,0.5972222222222222,0.7584845430107527,0.8884615384615384,0.6852412679184332
77,0.9444444444444444,0.7648269489247311,0.632051282051282,0.4977791237633757
78,0.3055555555555555,0.7491389448924731,0.8346153846153846,0.6363819907126994
79,0.5,0.7471858198924731,0.8185897435897437,0.6083181909953563
80,0.2708333333333333,0.8093707997311829,0.7705128205128204,0.5816676761558651
81,0.4861111111111111,0.7502940188172044,0.7141025641025641,0.7879063194023824
82,0.9583333333333334,0.6403729838709677,0.7884615384615385,0.7890167575206946
83,0.4027777777777778,0.7534442204301075,0.6814102564102564,0.7522713506965476
84,0.6597222222222222,0.8177293346774195,0.707051282051282,0.7628709872804361
85,0.3888888888888889,0.7698672715053764,0.7897435897435898,0.7283464566929133
86,0.2916666666666666,0.7437205981182795,0.6782051282051282,0.7395517867958813
87,0.8194444444444444,0.7865423387096775,0.6987179487179487,0.7847769028871392
88,0.7916666666666667,0.8111559139784945,0.7403846153846153,0.6602059357964869
89,0.4722222222222222,0.7882854502688172,0.7769230769230769,0.5863113264688068
90,0.4305555555555556,0.7848832325268817,0.8371794871794872,0.7174439733494851
91,0.5902777777777778,0.7589255712365592,0.5641025641025641,0.8008277811427418
92,0.4722222222222222,0.744266633064516,0.6923076923076923,0.841409246921058
93,0.2847222222222222,0.7377982190860215,0.7256410256410257,0.6979608318190995
94,0.5555555555555556,0.7716103830645161,0.7153846153846154,0.7577225923682617
95,0.2152777777777778,0.7154737903225807,0.7205128205128205,0.7454068241469816
96,0.1736111111111111,0.844758064516129,0.85,0.8558449424591157
97,0.5138888888888888,0.6873319892473119,0.8294871794871794,0.8184938421158894
98,0.3333333333333333,0.6890330981182796,0.7692307692307693,0.599030890369473
99,0.2916666666666667,0.7674311155913979,0.7551282051282052,0.7869977791237633
100,0.6041666666666667,0.8126890120967741,0.8852564102564102,0.6676761558651323
101,0.9375,0.7689222110215054,0.5564102564102564,0.7935594589137897
102,0.8125,0.7504830309139785,0.7102564102564102,0.637391479911165
