,site3
42,0.8035114247311829
43,0.7180359543010754
44,0.794921875
45,0.7577074932795699
46,0.8019363239247312
47,0.7180569556451614
48,0.721711189516129
49,0.7478998655913978
50,0.7932207661290323
51,0.7673261088709677
52,0.7995841733870969
53,0.7311827956989249
54,0.8182333669354839
55,0.7544732862903225
56,0.7898815524193548
57,0.729460685483871
58,0.7425655241935484
59,0.7309517809139784
60,0.6939054099462366
61,0.740297379032258
62,0.7528561827956989
63,0.7316448252688172
64,0.7812710013440859
65,0.784106182795699
66,0.7434055779569892
67,0.7430695564516129
68,0.7270245295698925
69,0.7502310147849462
70,0.7350260416666666
71,0.7165448588709677
72,0.678805443548387
73,0.703209005376344
74,0.7855972782258065
75,0.7208711357526881
76,0.7755796370967741
77,0.7502940188172044
78,0.7777007728494624
79,0.7611727150537635
80,0.7819850470430106
81,0.7201360887096774
82,0.6566280241935483
83,0.7628108198924731
84,0.8254578293010753
85,0.7670110887096775
86,0.7472488239247312
87,0.7817540322580645
88,0.8098118279569892
89,0.7872353830645162
90,0.7732484879032258
91,0.7466187836021505
92,0.7334299395161291
93,0.7475428427419356
94,0.769594254032258
95,0.7143817204301075
96,0.8529065860215054
97,0.6938424059139785
98,0.682648689516129
99,0.7641969086021506
100,0.8123529905913979
101,0.7789188508064517
102,0.7698462701612904
