,site9_(1-4/0),site9_(1-4/5-4),site9_(1-3/5-4),site9_(1-3/0),site9_(1-2/5-4)
42,0.7047710534742234,0.6026256804354787,0.7201408901697085,0.7489593339737431,0.0
43,0.8037143772014089,0.7691322446365674,0.8264489273134806,0.8126801152737753,
44,0.5834133845661222,0.5827729747038104,0.5978226064681396,0.6045469100224143,
45,0.6519372398334934,0.6765930195325008,0.659622158181236,0.7182196605827729,
46,0.6533781620236951,0.6242395132885047,0.6665065642010887,0.6716298430995836,
47,0.7668908101184758,0.6868395773294909,0.7800192122958693,0.7774575728466218,
48,0.7098943323727185,0.659622158181236,0.7377521613832854,0.7643291706692283,
49,0.717579250720461,0.6842779378802434,0.7268651937239833,0.7438360550752482,
50,0.6340057636887608,0.6474543707973104,0.6503362151777138,0.6701889209093821,
51,0.7111751520973424,0.2984309958373359,0.7041306436119116,0.7018892090938199,
52,0.7262247838616714,0.7278258085174512,0.7018892090938201,0.7095741274415626,
53,0.7644892731348063,0.5477105347422351,0.75552353506244,0.7532821005443484,
54,0.7217419148254883,0.7249439641370476,0.7409542106948446,0.7297470381043868,
55,0.8539865513928914,0.8338136407300673,0.8623118796029459,0.8555875760486711,
56,0.8296509766250401,0.7998719180275377,0.8357348703170028,0.8328530259365995,
57,0.903618315722062,0.9132244636567404,0.90457893051553,0.888248479026577,
58,0.7809798270893371,0.7928274095421068,0.7905859750240153,0.8001921229586936,
59,0.686359269932757,0.3070765289785463,0.7134165866154338,0.7198206852385527,
60,0.8927313480627601,0.8370156900416266,0.9061799551713096,0.899135446685879,
61,0.504963176432917,0.5283381364073007,0.489273134806276,0.520973422990714,
62,0.6392891450528339,0.5864553314121037,0.6348062760166506,0.6575408261287224,
63,0.759846301633045,0.7239833493435799,0.7800192122958693,0.7829010566762729,
64,0.7476785142491195,0.7300672430355427,0.7595260967018892,0.7806596221581812,
65,0.6775536343259686,0.590778097982709,0.6679474863912904,0.6929234710214538,
66,0.8062760166506563,0.8322126160742874,0.7793788024335575,0.7700928594300351,
67,0.776496958053154,0.7883445405059237,0.7825808517451168,0.8139609349983989,
68,0.749599743836055,0.7540826128722383,0.7598463016330452,0.7457572846621838,
69,0.8331732308677554,0.8251681075888568,0.8421389689401216,0.8411783541466539,
70,0.8488632724943964,0.8655139289145053,0.8626320845341018,0.8389369196285623,
71,0.739032981107909,0.7428754402817803,0.7351905219340378,0.7195004803073967,
72,0.9004162664105028,0.9173871277617676,0.8917707332692925,0.8754402817803395,
73,0.7489593339737431,0.749919948767211,0.7050912584053795,0.6788344540505924,
74,0.7375920589177073,0.7244636567403137,0.7395132885046429,0.7414345180915787,
75,0.713416586615434,0.6852385526737113,0.7367915465898175,0.7243035542747358,
76,0.8123599103426192,0.8142811399295549,0.818764008965738,0.8184438040345822,
77,0.7755363432596861,0.728466218379763,0.7800192122958693,0.8005123278898495,
78,0.7806596221581812,0.7796990073647134,0.755043227665706,0.7364713416586615,
79,0.7355107268651937,0.7473583093179635,0.723663144412424,0.7518411783541468,
80,0.9122638488632724,0.6631444124239513,0.9119436439321166,0.9093820044828692,
81,0.7672110150496319,0.755363432596862,0.7617675312199808,0.7729747038104386,
82,0.6160742875440282,0.5856548190842139,0.6528978546269613,0.7185398655139289,
83,0.765930195325008,0.7656099903938519,0.7742555235350623,0.7806596221581812,
84,0.6930835734870318,0.6733909702209414,0.6711495357028497,0.6993275696445725,
85,0.7316682676913225,0.6871597822606468,0.7479987191802753,0.771053474223503,
86,0.8920909382004483,0.8780019212295869,0.8997758565481908,0.8847262247838616,
87,0.8093179634966379,0.8048350944604546,0.814121037463977,0.8182837015690041,
88,0.7848222862632085,0.7569644572526417,0.8325328210054435,0.8683957732949088,
89,0.4825488312520012,0.558437399935959,0.4937560038424591,0.563560678834454,
90,0.75472302273455,0.8065962215818123,0.7396733909702209,0.7223823246878002,
91,0.8286903618315722,0.5369836695485111,0.8392571245597182,0.8447006083893692,
92,0.7947486391290426,0.7742555235350624,0.7918667947486392,0.7998719180275375,
93,0.7335894972782581,0.7502401536983668,0.7259045789305155,0.7502401536983669,
94,0.7095741274415627,0.7444764649375599,0.7223823246878002,0.723022734550112,
95,0.765609990393852,0.7604867114953571,0.776496958053154,0.7726544988792827,
96,0.8759205891770733,0.8554274735830931,0.8816842779378803,0.8890489913544668,
97,0.7102145373038745,0.6618635926993276,0.7134165866154338,0.728786423310919,
98,0.7950688440601985,0.7944284341978867,0.7742555235350624,0.7367915465898174,
99,0.6074287544028178,0.5593980147294269,0.6740313800832533,0.7089337175792507,
100,0.861351264809478,0.8069164265129682,0.8619916746717899,0.8645533141210374,
101,0.7624079410822926,0.7585654819084213,0.7796990073647133,0.797630483509446,
102,0.7979506884406019,0.7947486391290426,0.8021133525456293,0.8049951969260327,
