,site11_(1-4/0),site11_(1-4/5-4),site11_(1-3/5-4),site11_(1-3/0),site11_(1-2/5-4)
42,0.6382978723404256,0.4822695035460992,0.6709219858156028,0.625531914893617,0.0
43,0.7574468085106383,0.7645390070921986,0.8070921985815603,0.8042553191489362,
44,0.8936170212765957,0.8992907801418439,0.8695035460992908,0.8581560283687943,
45,0.5517730496453901,0.4921985815602837,0.5985815602836879,0.6709219858156029,
46,0.5390070921985816,0.4283687943262411,0.5929078014184397,0.6695035460992909,
47,0.7078014184397163,0.6921985815602837,0.7262411347517731,0.7602836879432624,
48,0.825531914893617,0.8368794326241134,0.8297872340425532,0.8283687943262411,
49,0.6695035460992907,0.3007092198581561,0.724822695035461,0.748936170212766,
50,0.8808510638297873,0.6879432624113475,0.875177304964539,0.8893617021276596,
51,0.5673758865248227,0.3617021276595745,0.6156028368794326,0.6368794326241135,
52,0.8382978723404255,0.7957446808510639,0.8936170212765958,0.9191489361702128,
53,0.774468085106383,0.3843971631205674,0.7588652482269503,0.7602836879432625,
54,0.6751773049645391,0.5744680851063829,0.7531914893617021,0.7702127659574468,
55,0.6397163120567376,0.4964539007092199,0.5843971631205673,0.5929078014184397,
56,0.6141843971631206,0.5021276595744681,0.7290780141843971,0.7872340425531914,
57,0.723404255319149,0.6539007092198582,0.7361702127659575,0.7191489361702128,
58,0.7801418439716312,0.7446808510638299,0.826950354609929,0.8468085106382979,
59,0.7177304964539007,0.3078014184397163,0.7460992907801418,0.7446808510638299,
60,0.4014184397163121,0.299290780141844,0.5205673758865248,0.548936170212766,
61,0.7914893617021277,0.7872340425531915,0.7361702127659575,0.74468085106383,
62,0.7290780141843971,0.6340425531914894,0.7460992907801419,0.747517730496454,
63,0.9191489361702128,0.9092198581560283,0.9276595744680852,0.9319148936170212,
64,0.6567375886524823,0.5815602836879432,0.6695035460992909,0.6964539007092199,
65,0.6354609929078014,0.524822695035461,0.6312056737588653,0.7063829787234043,
66,0.4921985815602837,0.4382978723404255,0.500709219858156,0.5375886524822695,
67,0.6354609929078014,0.5829787234042553,0.8198581560283689,0.8297872340425532,
68,0.6666666666666666,0.6553191489361703,0.6368794326241135,0.6411347517730497,
69,0.851063829787234,0.75177304964539,0.8567375886524824,0.8723404255319149,
70,0.8326241134751773,0.7460992907801419,0.8326241134751773,0.8680851063829786,
71,0.8141843971631206,0.8297872340425533,0.8113475177304965,0.7560283687943263,
72,0.7432624113475177,0.7489361702127659,0.7333333333333334,0.7489361702127659,
73,0.7234042553191489,0.7078014184397163,0.7687943262411348,0.7957446808510638,
74,0.6539007092198582,0.5914893617021276,0.6468085106382979,0.6567375886524823,
75,0.8241134751773049,0.8340425531914893,0.7858156028368795,0.7886524822695036,
76,0.6496453900709219,0.6354609929078014,0.7063829787234043,0.7092198581560284,
77,0.6056737588652482,0.5914893617021276,0.7432624113475177,0.750354609929078,
78,0.5886524822695035,0.5617021276595745,0.6170212765957448,0.6737588652482269,
79,0.7219858156028369,0.7304964539007093,0.7163120567375887,0.7134751773049646,
80,0.475177304964539,0.3234042553191489,0.5319148936170213,0.6141843971631206,
81,0.8326241134751773,0.8141843971631206,0.8382978723404255,0.8680851063829788,
82,0.7361702127659575,0.7347517730496453,0.7390070921985815,0.7645390070921986,
83,0.7929078014184396,0.6950354609929079,0.750354609929078,0.7049645390070922,
84,0.6737588652482269,0.6539007092198581,0.6567375886524822,0.6723404255319149,
85,0.5191489361702127,0.4312056737588652,0.5843971631205673,0.7148936170212766,
86,0.7390070921985815,0.4624113475177305,0.7702127659574468,0.8156028368794327,
87,0.577304964539007,0.5602836879432624,0.6184397163120567,0.6964539007092199,
88,0.6113475177304966,0.4709219858156028,0.6907801418439716,0.7262411347517731,
89,0.5134751773049646,0.6212765957446809,0.5446808510638298,0.5843971631205673,
90,0.7858156028368795,0.6921985815602837,0.7631205673758865,0.7531914893617021,
91,0.5319148936170213,0.1929078014184397,0.5971631205673759,0.5702127659574467,
92,0.7390070921985815,0.4354609929078014,0.7872340425531915,0.8241134751773049,
93,0.6992907801418441,0.6936170212765957,0.7276595744680852,0.8099290780141843,
94,0.8,0.8368794326241135,0.7645390070921986,0.7702127659574469,
95,0.7446808510638299,0.7460992907801419,0.7602836879432624,0.7602836879432624,
96,0.7588652482269503,0.5049645390070923,0.7914893617021277,0.8099290780141843,
97,0.6652482269503547,0.64822695035461,0.6539007092198582,0.6368794326241135,
98,0.651063829787234,0.6879432624113475,0.6567375886524822,0.6297872340425531,
99,0.7418439716312057,0.6539007092198582,0.7092198581560284,0.6893617021276596,
100,0.7120567375886525,0.6808510638297872,0.7205673758865249,0.7773049645390071,
101,0.5957446808510638,0.5418439716312057,0.6581560283687944,0.6751773049645391,
102,0.7645390070921986,0.747517730496454,0.7617021276595745,0.7773049645390071,
