,site2,site3,site6,site8,site9,site10,site11,site12
42,0.5208333333333333,0.8357484879032258,0.6243589743589744,0.5980214011710074,0.6205571565802113,0.7699503069277989,0.676595744680851,1.0
43,0.3125,0.7538012432795698,0.7935897435897437,0.7805370482535837,0.7784181876400897,0.6759719380298158,0.75177304964539,0.4
44,0.8680555555555556,0.733387936827957,0.8307692307692307,0.7580254391278014,0.542747358309318,0.7212803273896522,0.8780141843971631,0.36
45,0.3541666666666667,0.8270539314516129,0.5923076923076922,0.7067433878457501,0.6295228946525777,0.7449576147325344,0.5134751773049645,1.0
46,0.2847222222222222,0.794018817204301,0.6576923076923077,0.7647890167575206,0.6869996797950689,0.701549254603917,0.5929078014184397,1.0
47,0.7083333333333333,0.7679771505376344,0.7294871794871796,0.7207752877044217,0.7483189241114312,0.7120724934229756,0.7035460992907802,0.64
48,0.9305555555555556,0.7754326276881721,0.8935897435897435,0.6498081970522915,0.7063720781300032,0.6962145571470331,0.8382978723404255,0.56
49,0.9097222222222224,0.7195480510752689,0.5282051282051281,0.6413284877851806,0.670509125840538,0.747953814674072,0.575886524822695,1.0
50,0.8472222222222222,0.7590515793010751,0.7012820512820513,0.8325257419745609,0.6506564201088697,0.7570154925460392,0.8851063829787233,0.96
51,0.9583333333333334,0.7505880376344086,0.7948717948717949,0.7816474863718956,0.7012487992315082,0.7386729026600409,0.6950354609929078,1.0
52,0.3333333333333333,0.6968876008064516,0.8910256410256411,0.6389057137088634,0.7297470381043868,0.7223764980999707,0.8354609929078014,0.96
53,0.4652777777777777,0.7855972782258065,0.7282051282051282,0.5932768019382192,0.7433557476785142,0.6837182110494008,0.7404255319148936,0.94
54,0.5694444444444444,0.7239373319892473,0.7282051282051282,0.6662628709872804,0.6996477745757285,0.6900760011692487,0.6638297872340425,0.98
55,0.4930555555555555,0.7863533266129031,0.7538461538461538,0.6624268120331113,0.8306115914185079,0.8017392575270389,0.6567375886524822,0.96
56,0.4861111111111111,0.7578545026881721,0.8666666666666667,0.8727034120734908,0.8479026577009287,0.767173341128325,0.6326241134751773,0.94
57,0.5902777777777778,0.7976730510752688,0.7679487179487179,0.7423783565515849,0.9020172910662824,0.7408652440806781,0.6780141843971631,0.7
58,0.5972222222222222,0.7866683467741935,0.8064102564102564,0.789117706440541,0.782260646813961,0.7030108155510085,0.8099290780141843,0.94
59,0.4722222222222222,0.6867649529569892,0.735897435897436,0.7246113466585907,0.5574767851424912,0.7380882782812044,0.6666666666666666,1.0
60,0.548611111111111,0.7252814180107526,0.323076923076923,0.7212800323036543,0.9013768812039706,0.6542677579655072,0.4865248226950354,0.6
61,0.8819444444444444,0.7359921034946236,0.7717948717948717,0.7628709872804361,0.5100864553314121,0.6642794504530839,0.7049645390070922,1.0
62,0.9166666666666666,0.7863533266129032,0.8012820512820513,0.7094690086816071,0.6837976304835094,0.7361151710026308,0.7560283687943263,0.98
63,0.7847222222222222,0.7390793010752689,0.7423076923076923,0.6199273167777104,0.7681716298430996,0.6471791873721133,0.9120567375886524,0.46
64,0.8055555555555556,0.6860089045698925,0.8192307692307692,0.7255198869372097,0.717579250720461,0.7638117509500146,0.6865248226950353,1.0
65,0.5763888888888888,0.7438676075268817,0.4576923076923077,0.758328285887341,0.64905539545309,0.7448114586378252,0.5886524822695035,0.72
66,0.9375,0.7436155913978494,0.6564102564102564,0.7104784978800727,0.8341338456612231,0.6950453083893597,0.3957446808510638,0.98
67,0.5625,0.7444346438172043,0.5051282051282051,0.7682212800323037,0.8350944604546909,0.6794066062554809,0.6808510638297872,0.98
68,0.7361111111111112,0.7114625336021505,0.717948717948718,0.66363819907127,0.8072366314441242,0.7022069570301082,0.5815602836879432,0.96
69,0.7569444444444444,0.7336819556451614,0.7307692307692308,0.7543912780133254,0.8543067563240474,0.6558023969599532,0.8624113475177305,0.66
70,0.8402777777777778,0.729607694892473,0.7153846153846153,0.7525741974560871,0.8645533141210374,0.6815989476761182,0.8354609929078014,0.96
71,0.9513888888888888,0.7384282594086021,0.8807692307692307,0.6755501716131637,0.7393531860390651,0.7038146740719087,0.7730496453900709,0.98
72,0.5972222222222222,0.7839171706989247,0.8025641025641026,0.7546941247728649,0.9000960614793467,0.7081262788658287,0.7148936170212765,0.64
73,0.8819444444444444,0.7522051411290323,0.5666666666666667,0.7780133252574197,0.6855587576048671,0.6745103770827243,0.702127659574468,0.58
74,0.8611111111111112,0.7777217741935484,0.4269230769230768,0.7509590147385423,0.7423951328850464,0.7960391698333822,0.675177304964539,1.0
75,0.75,0.764637936827957,0.7512820512820513,0.7575206945285685,0.7159782260646814,0.6518561824028062,0.8070921985815602,0.36
76,0.6319444444444444,0.7084803427419356,0.6346153846153846,0.7325863113264689,0.8232468780019213,0.7204764688687517,0.64822695035461,0.76
77,0.3680555555555556,0.6909442204301075,0.617948717948718,0.7076519281243691,0.6895613192443164,0.6453522361882491,0.7148936170212765,0.36
78,0.5138888888888888,0.8073126680107527,0.7961538461538461,0.6179083383807793,0.7438360550752482,0.7037415960245541,0.6539007092198581,1.0
79,0.5208333333333334,0.6905871975806452,0.9153846153846156,0.6912982031092267,0.7431956452129362,0.6438906752411576,0.7588652482269503,0.98
80,0.2708333333333333,0.7738995295698925,0.8820512820512821,0.7026044821320412,0.9186679474863912,0.751388482899737,0.4709219858156028,1.0
