,site6
42,0.7674278846153846
43,0.687192118226601
44,0.7450444292549556
45,0.5992111650485437
46,0.7065476190476191
47,0.7837009803921569
48,0.733125
49,0.5897129186602871
50,0.6953488372093024
51,0.7640901771336555
52,0.6897959183673469
53,0.752450980392157
54,0.7914653784219001
55,0.5506101938262743
56,0.7851941747572816
57,0.6481481481481481
58,0.8121951219512196
59,0.6088935574229692
60,0.7269900497512438
61,0.7080139372822299
62,0.5082417582417582
63,0.7189054726368159
64,0.6809752747252747
65,0.5879088785046729
66,0.9033980582524272
67,0.7666062801932367
68,0.66
69,0.8900240384615384
70,0.8020833333333334
71,0.8149752475247525
72,0.5677083333333334
73,0.8022836538461539
74,0.4812091503267974
75,0.6105769230769231
76,0.6207142857142857
77,0.6626838235294118
78,0.7000612745098038
79,0.7497009569377991
80,0.8842821782178217
81,0.5588235294117647
82,0.820915926179084
83,0.6319781553398058
84,0.7573170731707317
85,0.6453349282296651
86,0.4978678038379531
87,0.6629353233830846
88,0.756794425087108
89,0.8096405228758169
90,0.7932464454976303
91,0.5431331953071084
92,0.7315270935960592
93,0.6785714285714286
94,0.7445652173913044
95,0.7472260748959778
96,0.6569368131868133
97,0.5763305322128852
98,0.5492371705963939
99,0.8731884057971014
100,0.7952380952380953
101,0.696514423076923
102,0.7458726415094339
