,site3
42,0.7585280373831775
43,0.8478731445849368
44,0.7932029009951088
45,0.8289500683994528
46,0.7259171961467514
47,0.7286904129009392
48,0.7968972955035674
49,0.7575898030127463
50,0.7575757575757576
51,0.8005017301038062
52,0.7651102941176471
53,0.7983291104567556
54,0.729918509895227
55,0.7741969128076763
56,0.8053640253173509
57,0.7315984320557491
58,0.813831398283695
59,0.7480705047976637
60,0.8345000837380673
61,0.7803234501347709
62,0.7276723276723277
63,0.7302325581395349
64,0.7322106261859582
65,0.650773324463662
66,0.818767984653096
67,0.684326221798105
68,0.7903706395348836
69,0.730587675644028
70,0.7291265805387576
71,0.7735768903993203
72,0.7306149732620321
73,0.7908170318656251
74,0.7115665110851808
75,0.8310906265451721
76,0.7667550546900895
77,0.7518939393939394
78,0.763843973995666
79,0.7475096990667923
80,0.7719187022189073
81,0.8179764977584568
82,0.7716168779998567
83,0.8109460543292535
84,0.8159469257030232
85,0.7415270935960592
86,0.7917585066813608
87,0.8100791817881887
88,0.7790166300164925
89,0.791285026121175
90,0.7400551470588235
91,0.745520104895105
92,0.7642145567904581
93,0.7439761115713892
94,0.6819235225955969
95,0.7642341040462428
96,0.7410516312955336
97,0.7651289682539681
98,0.7517707771181867
99,0.8559058019563177
100,0.7063142194232681
101,0.7431380947282008
102,0.7818999244972201
