,site8
42,0.7863592389551757
43,0.7621114776870984
44,0.7242199391171994
45,0.7657142857142858
46,0.6808351976137211
47,0.6661779924111761
48,0.712691466083151
49,0.7316277472527473
50,0.5720896750308515
51,0.6417410714285714
52,0.7470503826530612
53,0.7684019832189168
54,0.6464127686472818
55,0.724032738095238
56,0.7078938958133588
57,0.6814021219055544
58,0.6336538461538461
59,0.7634434726271461
60,0.7083890126206385
61,0.7506087662337662
62,0.7504065040650407
63,0.6742282108135766
64,0.7393736017897091
65,0.7464450916566729
66,0.6868695086234948
67,0.7666351308735415
68,0.7401667715544367
69,0.7014966740576497
70,0.7140697440032251
71,0.8474702380952381
72,0.8044798785117692
73,0.7139654067905188
74,0.6387310606060606
75,0.8142170329670328
76,0.6950799757035838
77,0.793519394512772
78,0.6527777777777778
79,0.6526279150713539
80,0.7760644822148239
81,0.7117516629711751
82,0.6353375743894931
83,0.6920777279521675
84,0.6591808638788506
85,0.8128291948833708
86,0.7263612791702678
87,0.7334306318681317
88,0.6318558123490858
89,0.7888946638946638
90,0.682967032967033
91,0.5888773388773388
92,0.7492690058479532
93,0.6465324384787472
94,0.7149937067337949
95,0.656447534766119
96,0.6908688656476267
97,0.6277063897201197
98,0.5579093592637611
99,0.7762706043956045
100,0.7292169713694376
101,0.7826576576576577
102,0.8381696428571428
