,site2
42,0.7178217821782178
43,0.6019417475728155
44,0.3282828282828283
45,0.8106796116504855
46,0.2574257425742574
47,0.9896907216494846
48,0.4622641509433962
49,0.5833333333333334
50,0.9428571428571428
51,0.7524271844660194
52,0.911214953271028
53,0.9583333333333334
54,0.8737864077669903
55,0.941747572815534
56,0.5728155339805825
57,0.6601941747572816
58,0.5578947368421052
59,0.6298076923076923
60,0.4174757281553398
61,0.93
62,0.9904761904761904
63,0.885
64,0.7397959183673469
65,0.7307692307692308
66,0.6632653061224489
67,0.5686274509803921
68,0.7875
69,0.2358490566037736
70,0.9901960784313726
71,0.25
72,0.2156862745098039
73,0.4444444444444444
74,0.3088235294117647
75,0.531578947368421
76,0.3214285714285714
77,0.5196078431372549
78,0.4029126213592233
79,0.4393939393939394
80,0.6881188118811881
81,0.3564356435643564
82,0.42
83,0.4320388349514563
84,0.9901960784313726
85,0.5098039215686274
86,0.6941747572815534
87,0.8585858585858586
88,0.8350515463917525
89,0.6568627450980392
90,0.890625
91,0.9642857142857144
92,0.7326732673267327
93,0.6886792452830188
94,0.7959183673469388
95,0.5
96,0.3465346534653465
97,0.7222222222222222
98,0.2772277227722772
99,0.7548076923076923
100,0.585
101,0.4027777777777778
102,0.7740384615384616
