,site2,site3,site6,site8
42,0.2708333333333333,0.811533938172043,0.6705128205128206,0.6475873208156672
43,0.2569444444444444,0.7154317876344085,0.7397435897435898,0.7016959418534221
44,0.0555555555555555,0.797064012096774,0.6602564102564104,0.8163739147991116
45,0.5347222222222222,0.7752226142473119,0.8474358974358974,0.8024429638602868
46,0.8611111111111112,0.8114709341397849,0.7705128205128206,0.7462144155057542
47,0.9583333333333331,0.7188970094086021,0.6807692307692308,0.7157278417120937
48,0.4236111111111111,0.7146967405913979,0.6692307692307692,0.8167777104784979
49,0.4861111111111111,0.7433635752688172,0.6923076923076923,0.6614173228346457
50,0.6666666666666666,0.795992943548387,0.7807692307692308,0.6555622854835452
51,0.4583333333333333,0.7450646841397849,0.8358974358974358,0.6128608923884514
52,0.9027777777777778,0.7769027217741935,0.7,0.6983646274984857
53,0.6180555555555556,0.7504200268817204,0.6961538461538461,0.6545527962850798
54,0.9236111111111112,0.8210895497311828,0.7153846153846154,0.6466787805370484
55,0.8125,0.7445186491935485,0.7012820512820512,0.6553603876438523
56,0.4236111111111111,0.7708543346774194,0.782051282051282,0.788713910761155
57,0.951388888888889,0.7394993279569892,0.5679487179487179,0.681001413284878
58,0.5138888888888888,0.7523101478494624,0.6858974358974359,0.7039168180900466
59,0.6736111111111112,0.740192372311828,0.6153846153846153,0.7308701796890773
60,0.5833333333333333,0.6988617271505376,0.6897435897435897,0.6368867353119322
61,0.6458333333333333,0.7414734543010753,0.91025641025641,0.6921057944679991
62,0.8333333333333334,0.747101814516129,0.8141025641025641,0.6923076923076924
63,0.5555555555555556,0.7335769489247311,0.8346153846153846,0.6446598021401171
64,0.7708333333333334,0.7706023185483871,0.844871794871795,0.663840096910963
65,0.986111111111111,0.7852822580645161,0.7564102564102564,0.7097718554411467
66,0.6319444444444444,0.725680443548387,0.808974358974359,0.760145366444579
67,0.9722222222222222,0.7528561827956989,0.7794871794871796,0.7066424389259035
68,0.5694444444444444,0.7381972446236559,0.7012820512820513,0.6315364425600646
69,0.3402777777777778,0.7441826276881721,0.7487179487179487,0.6474863718958208
70,0.7152777777777778,0.7399823588709679,0.6551282051282051,0.8443367655966081
71,0.5,0.7301117271505376,0.7198717948717949,0.7601453664445791
72,0.625,0.6699848790322581,0.5128205128205129,0.7431859479103574
73,0.5625,0.7085013440860215,0.6974358974358974,0.6642438925903493
74,0.8194444444444444,0.7806409610215053,0.6794871794871795,0.681405208964264
75,0.6319444444444444,0.7354040658602151,0.7705128205128204,0.7384413486775692
76,0.5763888888888888,0.7672631048387097,0.8833333333333333,0.6943266707046236
77,0.9583333333333331,0.7655829973118279,0.6435897435897435,0.4933373712901271
78,0.2986111111111111,0.7526671706989247,0.8333333333333333,0.6295174641631335
79,0.5069444444444444,0.7439516129032259,0.8160256410256411,0.5923682616596002
80,0.2708333333333333,0.8079847110215054,0.7769230769230769,0.5840904502321824
81,0.4930555555555556,0.7474378360215055,0.7128205128205128,0.7868968302039168
82,0.9375,0.643355174731183,0.7846153846153847,0.7876034726428428
83,0.375,0.7556283602150538,0.6801282051282052,0.7542903290934786
84,0.6319444444444444,0.8181913642473118,0.7019230769230769,0.7733696749444781
85,0.3611111111111111,0.7713373655913979,0.7884615384615384,0.736220472440945
86,0.2708333333333333,0.7454847110215054,0.6692307692307692,0.7377347062386432
87,0.8194444444444444,0.7842741935483871,0.6961538461538461,0.7874015748031495
88,0.7708333333333334,0.8049815188172044,0.7378205128205129,0.6598021401171007
89,0.4930555555555556,0.7883694556451613,0.7769230769230768,0.5964062184534625
90,0.4791666666666666,0.7719884072580645,0.8384615384615384,0.7184534625479507
91,0.5833333333333334,0.7559433803763441,0.5717948717948718,0.7965879265091864
92,0.4861111111111111,0.7426285282258063,0.6974358974358974,0.8430244296386028
93,0.2638888888888889,0.7382602486559139,0.7730769230769231,0.6975570361397133
94,0.5555555555555556,0.7741725470430108,0.6987179487179487,0.7557036139713306
95,0.25,0.715851814516129,0.6948717948717948,0.7393498889561881
96,0.2013888888888888,0.8439600134408602,0.8576923076923076,0.8610942862911366
97,0.5277777777777778,0.6809475806451615,0.8141025641025641,0.812436906925096
98,0.3125,0.6876470094086021,0.7602564102564102,0.5955986270946902
99,0.3055555555555556,0.765582997311828,0.7615384615384615,0.7865939834443771
100,0.5833333333333333,0.8113449260752689,0.8788461538461538,0.6668685645063598
101,0.9236111111111112,0.7629998319892474,0.5871794871794872,0.8020391681809004
102,0.7916666666666667,0.7474168346774194,0.7115384615384616,0.6553603876438521
