,site6
42,0.8333333333333334
43,0.867948717948718
44,0.8282051282051283
45,0.7461538461538462
46,0.8198717948717948
47,0.608974358974359
48,0.9064102564102564
49,0.7846153846153847
50,0.726923076923077
51,0.7897435897435898
52,0.6833333333333333
53,0.7435897435897436
54,0.8301282051282052
55,0.6192307692307693
56,0.7371794871794872
57,0.7217948717948718
58,0.6705128205128206
59,0.767948717948718
60,0.6935897435897436
61,0.617948717948718
62,0.7358974358974358
63,0.6461538461538462
64,0.8
65,0.4929487179487179
66,0.8743589743589743
67,0.5871794871794872
68,0.7743589743589744
69,0.7948717948717949
70,0.7192307692307692
71,0.7846153846153845
72,0.808974358974359
73,0.7333333333333334
74,0.7397435897435898
75,0.7403846153846154
76,0.8551282051282052
77,0.8769230769230769
78,0.7256410256410255
79,0.7115384615384616
80,0.8551282051282052
81,0.7858974358974359
82,0.7448717948717949
83,0.5653846153846154
84,0.7564102564102564
85,0.5961538461538461
86,0.8371794871794872
87,0.7551282051282051
88,0.6576923076923078
89,0.6679487179487179
90,0.6474358974358975
91,0.808974358974359
92,0.5884615384615384
93,0.6102564102564103
94,0.7333333333333334
95,0.4987179487179487
96,0.841025641025641
97,0.6935897435897436
98,0.7384615384615385
99,0.5346153846153846
100,0.8448717948717949
101,0.6948717948717948
102,0.7641025641025642
