,site10
42,0.6965799473838059
43,0.6615024846536101
44,0.7110494007600117
45,0.7673194972230342
46,0.7613270973399591
47,0.6279596609178603
48,0.655510084770535
49,0.7213534054370068
50,0.7013300204618532
51,0.6532446653025431
52,0.7513154048523824
53,0.7331189710610932
54,0.6889798304589301
55,0.6976761180941246
56,0.7006723180356621
57,0.6970184156679333
58,0.7574539608301667
59,0.7133148202280035
60,0.7407921660333237
61,0.6516369482607425
62,0.7257380882782812
63,0.6982607424729611
64,0.5958783981292021
65,0.7903390821397254
66,0.680429698918445
67,0.767173341128325
68,0.7659310143232972
69,0.8602016954106986
70,0.7270534931306636
71,0.7606693949137678
72,0.750365390236773
73,0.7578924291142941
74,0.8140163694826075
75,0.7526308097047647
76,0.7672464191756796
77,0.706883952060801
78,0.7757234726688103
79,0.7212803273896521
80,0.7510961707103186
81,0.6646448406898569
82,0.7375036539023677
83,0.7882198187664425
84,0.6935106693949137
85,0.7157994738380591
86,0.6753873136509791
87,0.7388921368021046
88,0.7817158725518853
89,0.7975738088278281
90,0.7836889798304589
91,0.6102016954106986
92,0.7271265711780182
93,0.6823297281496639
94,0.7556270096463023
95,0.685545162233265
96,0.7729465068693364
97,0.7117801812335575
98,0.8012277111955569
99,0.6793335282081263
100,0.7340689856767028
101,0.7522654194679919
102,0.7336305173925753
